,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.36,4.37,86.96,193 kWh,"1,188.86",09-11-2017,12-12-2017,13.55,,,,T-0,"1,373.10"
1,79.03,2.87,86.60,190 kWh,"1,162.03",10-10-2017,09-11-2017,13.28,,,,T-0,"1,343.81"
2,78.71,4.79,86.25,218 kWh,"1,358.34",08-09-2017,10-10-2017,15.23,,,,T-0,"1,543.32"
3,78.39,1.62,85.90,184 kWh,"1,109.52",09-08-2017,08-09-2017,12.74,,,,T-0,"1,288.17"
4,78.07,4.21,85.55,167 kWh,984.16,10-07-2017,09-08-2017,11.48,,,,T-0,"1,163.47"
5,77.75,4.30,85.20,186 kWh,"1,114.89",09-06-2017,10-07-2017,12.78,,,,T-0,"1,294.92"
6,77.42,4.19,84.85,193 kWh,"1,142.43",10-05-2017,09-06-2017,13.05,,,,T-0,"1,321.94"
7,75.45,1.87,87.02,221 kWh,"1,322.64",08-04-2017,10-05-2017,14.85,,,,T-0,"1,501.83"
8,75.13,1.32,29.75,128 kWh,670.73,10-03-2017,08-04-2017,3.98,-14.44,-9.33,-353.59,T-0,403.55
9,74.83,1.11,29.63,149 kWh,820.24,08-02-2017,10-03-2017,4.69,-14.38,-9.30,-432.40,T-0,474.42
10,74.52,1.13,29.50,127 kWh,658.22,11-01-2017,08-02-2017,3.92,-14.32,-9.26,-346.99,T-0,396.72
11,74.24,0.62,29.39,130 kWh,677.34,11-12-2016,11-01-2017,4.00,-14.26,-9.22,-357.07,T-0,405.04
