,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.68,,29.97,116 kWh,619.08,12-12-2017,12-01-2018,3.76,-16.71,-8.79,-326.98,T-0,380.01
1,79.36,,29.85,101 kWh,501.30,11-11-2017,12-12-2017,3.20,-16.64,-8.76,-264.78,T-0,323.53
2,21.08,,29.72,88 kWh,422.11,12-10-2017,11-11-2017,2.37,-4.42,-8.72,-222.96,T-0,239.18
3,21.00,,29.60,94 kWh,455.02,11-09-2017,12-10-2017,2.52,-4.40,-8.68,-240.34,T-0,254.72
4,78.39,,29.48,117 kWh,616.55,12-08-2017,11-09-2017,3.74,-16.43,-8.65,-325.64,T-0,377.44
5,78.07,,29.36,121 kWh,644.34,12-07-2017,12-08-2017,3.86,-16.37,-8.61,-340.33,T-0,390.32
6,77.75,,29.24,115 kWh,596.53,12-06-2017,12-07-2017,3.64,-16.30,-8.58,-315.06,T-0,367.22
7,77.42,,29.12,127 kWh,675.81,12-05-2017,12-06-2017,4.01,-16.23,-8.54,-356.57,T-0,405.02
8,75.45,0.21,87.02,157 kWh,882.66,11-04-2017,12-05-2017,10.45,,,,T-0,"1,055.79"
9,75.13,,29.75,142 kWh,772.85,13-03-2017,11-04-2017,4.47,-14.44,-9.33,-407.43,T-0,451.00
10,74.83,,29.63,131 kWh,690.15,10-02-2017,13-03-2017,4.07,-14.38,-9.30,-363.83,T-0,411.17
11,19.88,,29.50,75 kWh,327.20,13-01-2017,10-02-2017,1.91,-3.82,-9.26,-172.48,T-0,192.93
