,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.36,15.59,86.96,202 kWh,"1,254.43",11-11-2017,14-12-2017,14.21,,,,T-0,"1,450.55"
1,79.03,,86.60,189 kWh,"1,155.21",12-10-2017,11-11-2017,13.21,,,,T-0,"1,334.05"
2,78.71,0.86,86.25,191 kWh,"1,165.00",11-09-2017,12-10-2017,13.30,,,,T-0,"1,344.12"
3,78.39,2.10,29.48,140 kWh,791.08,12-08-2017,11-09-2017,4.56,-16.43,-8.65,-417.83,T-0,462.70
4,78.07,1.61,85.55,154 kWh,892.03,12-07-2017,12-08-2017,5.59,-16.37,-8.61,-472.06,T-0,565.81
5,77.75,0.51,29.24,133 kWh,732.02,12-06-2017,12-07-2017,4.28,-16.30,-8.58,-386.63,T-0,432.29
6,77.42,,84.85,153 kWh,867.33,12-05-2017,12-06-2017,5.47,-16.23,-8.54,-458.30,T-0,552.00
7,75.45,0.54,87.02,207 kWh,"1,226.75",11-04-2017,12-05-2017,13.89,,,,T-0,"1,403.65"
8,75.13,,86.66,172 kWh,981.84,13-03-2017,11-04-2017,11.44,,,,T-0,"1,155.07"
9,74.83,,29.63,137 kWh,733.60,10-02-2017,13-03-2017,4.28,-14.38,-9.30,-386.74,T-0,431.92
10,74.52,,29.50,119 kWh,600.67,13-01-2017,10-02-2017,3.64,-14.32,-9.26,-316.66,T-0,368.09
11,74.24,0.26,29.39,127 kWh,656.00,14-12-2016,13-01-2017,3.90,-14.26,-9.22,-345.83,T-0,394.48
