,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,21.08,,29.72,94 kWh,456.76,11-10-2017,10-11-2017,2.53,-4.42,-8.72,-241.25,T-0,255.70
1,21.00,,29.60,93 kWh,449.17,09-09-2017,11-10-2017,2.49,-4.40,-8.68,-237.24,T-0,251.94
2,78.39,,29.48,102 kWh,502.60,11-08-2017,09-09-2017,3.20,-16.43,-8.65,-265.46,T-0,323.13
3,20.83,,29.36,67 kWh,296.98,11-07-2017,11-08-2017,1.77,-4.37,-8.61,-156.86,T-0,179.10
4,20.74,0.99,29.24,77 kWh,352.66,10-06-2017,11-07-2017,2.03,-4.35,-8.58,-186.25,T-0,206.48
5,20.65,,29.12,81 kWh,368.68,11-05-2017,10-06-2017,2.11,-4.33,-8.54,-194.49,T-0,213.20
6,20.13,,29.87,81 kWh,364.28,10-04-2017,11-05-2017,2.09,-3.87,-9.37,-192.05,T-0,211.08
7,20.04,,29.75,65 kWh,274.77,11-03-2017,10-04-2017,1.67,-3.85,-9.33,-144.85,T-0,168.20
8,16.33,,29.63,45 kWh,165.38,09-02-2017,11-03-2017,1.12,-3.14,-9.30,-87.19,T-0,112.83
9,16.27,2.45,29.50,47 kWh,175.11,12-01-2017,09-02-2017,1.16,-3.13,-9.26,-92.31,T-0,119.79
10,19.80,,29.39,73 kWh,315.06,11-12-2016,12-01-2017,1.85,-3.81,-9.22,-166.09,T-0,186.98
11,73.93,1.73,29.27,122 kWh,617.24,09-11-2016,11-12-2016,3.72,-14.21,-9.19,-325.40,T-0,377.09
