,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,102.06,,142.14,362 kWh,"2,590.69",11-04-2017,12-05-2017,429.49,28.35,T-1,"3,292.73"
1,101.64,202.93,141.55,501 kWh,"3,570.82",13-03-2017,11-04-2017,608.26,38.14,T-1,"4,663.34"
2,101.24,,140.98,591 kWh,"4,195.80",10-02-2017,13-03-2017,672.36,44.38,T-1,"5,154.76"
3,100.82,,140.40,558 kWh,"3,945.12",13-01-2017,10-02-2017,634.23,41.86,T-1,"4,862.43"
4,100.44,,139.87,873 kWh,"6,148.84",12-12-2016,13-01-2017,967.96,63.89,T-1,"7,421.00"
5,100.03,,139.29,863 kWh,"6,052.29",09-11-2016,12-12-2016,953.18,62.92,T-1,"7,307.71"
6,51.07,,29.15,142 kWh,635.27,10-10-2016,09-11-2016,108.40,7.15,T-1,831.04
7,99.21,,138.17,534 kWh,"3,713.86",08-09-2016,10-10-2016,598.61,39.51,T-1,"4,589.36"
8,98.81,,137.60,420 kWh,"2,908.70",09-08-2016,08-09-2016,476.48,31.45,T-1,"3,653.04"
9,98.41,,137.05,417 kWh,"2,898.67",09-07-2016,09-08-2016,474.82,31.34,T-1,"3,640.29"
10,99.03,,136.48,510 kWh,"3,540.14",09-06-2016,09-07-2016,572.01,37.76,T-1,"4,385.42"
11,98.62,,135.92,541 kWh,"3,740.23",10-05-2016,09-06-2016,602.18,39.75,T-1,"4,616.70"
