,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,102.06,1.53,142.14,368 kWh,"2,635.23",16-04-2017,16-05-2017,436.23,28.79,T-1,"3,345.98"
1,101.64,,141.55,363 kWh,"2,588.68",16-03-2017,16-04-2017,429.03,28.32,T-1,"3,289.22"
2,101.24,,140.98,358 kWh,"2,542.63",13-02-2017,16-03-2017,421.91,27.85,T-1,"3,234.61"
3,100.82,2.83,140.40,297 kWh,"2,100.66",16-01-2017,13-02-2017,354.80,23.42,T-1,"2,722.93"
4,100.44,,139.87,337 kWh,"2,374.83",17-12-2016,16-01-2017,396.19,26.15,T-1,"3,037.48"
5,100.03,11.77,139.29,372 kWh,"2,610.48",14-11-2016,17-12-2016,431.75,28.50,T-1,"3,321.82"
6,99.61,1.46,138.72,355 kWh,"2,480.46",14-10-2016,14-11-2016,411.90,27.19,T-1,"3,159.34"
7,99.21,,138.17,354 kWh,"2,463.39",13-09-2016,14-10-2016,409.17,27.01,T-1,"3,136.95"
8,98.81,1.40,137.60,323 kWh,"2,238.55",15-08-2016,13-09-2016,374.96,24.75,T-1,"2,876.07"
9,98.41,,137.05,338 kWh,"2,346.88",14-07-2016,15-08-2016,391.22,25.82,T-1,"2,999.38"
10,99.03,,136.48,311 kWh,"2,160.29",14-06-2016,14-07-2016,362.96,23.96,T-1,"2,782.72"
11,98.62,1.27,135.92,323 kWh,"2,234.43",14-05-2016,14-06-2016,374.05,24.69,T-1,"2,868.98"
