,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.68,2.87,87.32,172 kWh,"1,041.56",14-12-2017,13-01-2018,12.09,,,,T-0,"1,223.52"
1,79.36,209.71,86.96,154 kWh,906.85,11-11-2017,14-12-2017,5.68,-16.64,-8.76,-479.90,T-0,783.26
2,79.03,10.79,29.72,145 kWh,835.81,12-10-2017,11-11-2017,4.78,-16.57,-8.72,-441.46,T-0,493.38
3,78.71,6.04,86.25,283 kWh,"1,825.60",11-09-2017,12-10-2017,19.91,,,,T-0,"2,016.51"
4,78.39,195.71,85.90,226 kWh,"1,410.39",12-08-2017,11-09-2017,15.75,,,,T-0,"1,786.14"
5,78.07,2.44,85.55,156 kWh,906.26,12-07-2017,12-08-2017,10.70,,,,T-0,"1,083.02"
6,77.75,7.96,29.24,145 kWh,822.33,12-06-2017,12-07-2017,4.70,-16.30,-8.58,-434.32,T-0,482.78
7,77.42,3.18,29.12,147 kWh,824.13,12-05-2017,12-06-2017,4.71,-16.23,-8.54,-434.83,T-0,478.96
8,75.45,3.82,87.02,169 kWh,965.23,11-04-2017,12-05-2017,11.28,,,,T-0,"1,142.80"
9,75.13,6.77,29.75,143 kWh,780.12,13-03-2017,11-04-2017,4.50,-14.44,-9.33,-411.25,T-0,461.25
10,74.83,7.64,86.32,154 kWh,855.14,10-02-2017,13-03-2017,5.41,-14.38,-9.30,-451.67,T-0,553.99
11,74.52,8.61,29.50,146 kWh,795.49,13-01-2017,10-02-2017,9.00,,,,T-0,917.12
