,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.03,,29.72,146 kWh,843.03,09-10-2017,08-11-2017,4.81,-16.57,-8.72,-445.27,T-0,486.03
1,78.71,0.67,29.60,130 kWh,717.85,07-09-2017,09-10-2017,4.22,-16.50,-8.68,-379.15,T-0,426.72
2,78.39,0.49,29.48,146 kWh,836.03,08-08-2017,07-09-2017,4.77,-16.43,-8.65,-441.57,T-0,482.51
3,78.07,0.72,29.36,111 kWh,568.42,08-07-2017,08-08-2017,3.51,-16.37,-8.61,-300.23,T-0,354.87
4,77.75,1.75,29.24,121 kWh,641.31,08-06-2017,08-07-2017,3.85,-16.30,-8.58,-338.71,T-0,390.31
5,77.42,1.79,29.12,131 kWh,703.24,09-05-2017,08-06-2017,4.14,-16.23,-8.54,-370.95,T-0,419.99
6,75.45,0.29,29.87,150 kWh,833.99,07-04-2017,09-05-2017,4.76,-14.50,-9.37,-439.67,T-0,480.82
7,75.13,0.11,29.75,101 kWh,474.33,09-03-2017,07-04-2017,3.05,-14.44,-9.33,-250.05,T-0,308.55
8,19.96,0.35,29.63,91 kWh,415.98,07-02-2017,09-03-2017,2.33,-3.84,-9.30,-219.29,T-0,235.82
9,74.52,4.21,29.50,120 kWh,607.64,10-01-2017,07-02-2017,3.68,-14.32,-9.26,-320.32,T-0,375.65
10,74.24,3.82,85.64,194 kWh,"1,118.82",10-12-2016,10-01-2017,12.79,,,,T-0,"1,295.31"
11,73.93,4.34,85.29,177 kWh,999.54,08-11-2016,10-12-2016,11.59,,,,T-0,"1,174.69"
