,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,107.35,7.87,142.03,698 kWh,"5,254.45",10-11-2017,13-12-2017,833.83,55.04,T-1,"6,400.57"
1,106.91,7.41,141.44,634 kWh,"4,752.10",11-10-2017,10-11-2017,757.57,50.00,T-1,"5,815.43"
2,106.48,23.58,140.87,655 kWh,"4,889.69",09-09-2017,11-10-2017,778.26,51.37,T-1,"5,990.25"
3,106.04,2.65,140.29,605 kWh,"4,497.48",11-08-2017,09-09-2017,718.69,47.44,T-1,"5,512.59"
4,105.62,28.11,139.73,629 kWh,"4,657.63",11-07-2017,11-08-2017,742.80,49.03,T-1,"5,722.92"
5,105.18,10.12,139.15,623 kWh,"4,593.98",10-06-2017,11-07-2017,733.00,48.38,T-1,"5,629.81"
6,104.74,,138.58,613 kWh,"4,433.40",11-05-2017,10-06-2017,708.52,46.77,T-1,"5,432.01"
7,102.06,,142.14,657 kWh,"4,701.28",10-04-2017,11-05-2017,749.24,49.45,T-1,"5,744.17"
8,101.64,,141.55,622 kWh,"4,432.43",11-03-2017,10-04-2017,708.36,46.76,T-1,"5,430.74"
9,101.24,,140.98,597 kWh,"4,237.44",09-02-2017,11-03-2017,678.67,44.80,T-1,"5,203.13"
10,100.82,,140.40,515 kWh,"3,640.62",12-01-2017,09-02-2017,588.10,38.82,T-1,"4,508.76"
11,100.44,,139.87,589 kWh,"4,148.19",12-12-2016,12-01-2017,664.86,43.89,T-1,"5,097.25"
