,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,77.42,1.79,29.12,131 kWh,703.24,09-05-2017,08-06-2017,4.14,-16.23,-8.54,-370.95,T-0,419.99
1,75.45,0.29,29.87,150 kWh,833.99,07-04-2017,09-05-2017,4.76,-14.50,-9.37,-439.67,T-0,480.82
2,75.13,0.11,29.75,101 kWh,474.33,09-03-2017,07-04-2017,3.05,-14.44,-9.33,-250.05,T-0,308.55
3,19.96,0.35,29.63,91 kWh,415.98,07-02-2017,09-03-2017,2.33,-3.84,-9.30,-219.29,T-0,235.82
4,74.52,4.21,29.50,120 kWh,607.64,10-01-2017,07-02-2017,3.68,-14.32,-9.26,-320.32,T-0,375.65
5,74.24,3.82,85.64,194 kWh,"1,118.82",10-12-2016,10-01-2017,12.79,,,,T-0,"1,295.31"
6,73.93,4.34,85.29,177 kWh,999.54,08-11-2016,10-12-2016,11.59,,,,T-0,"1,174.69"
7,73.63,2.69,84.93,177 kWh,995.23,08-10-2016,08-11-2016,11.54,,,,T-0,"1,168.02"
8,73.34,4.91,84.60,176 kWh,984.49,07-09-2016,08-10-2016,11.42,,,,T-0,"1,158.76"
9,73.04,4.57,84.25,162 kWh,887.16,08-08-2016,07-09-2016,10.44,,,,T-0,"1,059.46"
10,72.75,3.74,83.91,167 kWh,923.68,08-07-2016,08-08-2016,10.80,,,,T-0,"1,094.88"
11,73.20,4.58,83.56,154 kWh,835.85,08-06-2016,08-07-2016,9.93,,,,T-0,"1,007.12"
