,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.68,7.70,87.32,166 kWh,998.19,16-12-2017,15-01-2018,11.65,,,,T-0,"1,184.54"
1,79.36,10.54,86.96,179 kWh,"1,088.28",14-11-2017,16-12-2017,12.55,,,,T-0,"1,277.69"
2,79.03,11.46,86.60,168 kWh,"1,004.25",14-10-2017,14-11-2017,11.70,,,,T-0,"1,193.04"
3,78.71,8.91,86.25,170 kWh,"1,014.54",13-09-2017,14-10-2017,11.80,,,,T-0,"1,200.21"
4,78.39,10.60,85.90,176 kWh,"1,053.32",15-08-2017,13-09-2017,12.18,,,,T-0,"1,240.39"
5,78.07,9.81,85.55,183 kWh,"1,099.03",14-07-2017,15-08-2017,12.63,,,,T-0,"1,285.09"
6,77.75,7.84,85.20,173 kWh,"1,023.49",14-06-2017,14-07-2017,11.86,,,,T-0,"1,206.14"
7,77.42,10.04,84.85,181 kWh,"1,064.93",15-05-2017,14-06-2017,12.27,,,,T-0,"1,249.51"
8,75.45,8.51,87.02,178 kWh,"1,027.75",15-04-2017,15-05-2017,11.90,,,,T-0,"1,210.63"
9,75.13,1.83,86.66,178 kWh,"1,023.50",15-03-2017,15-04-2017,11.85,,,,T-0,"1,198.97"
10,74.83,1.55,86.32,161 kWh,903.19,12-02-2017,15-03-2017,10.64,,,,T-0,"1,076.53"
11,74.52,2.47,29.50,107 kWh,514.27,15-01-2017,12-02-2017,3.24,-14.32,-9.26,-271.10,T-0,329.32
