,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,20.83,,29.36,62 kWh,268.43,12-07-2017,12-08-2017,1.64,-4.37,-8.61,-141.79,T-0,165.49
1,20.74,35.59,29.24,82 kWh,381.19,12-06-2017,12-07-2017,2.17,-4.35,-8.58,-201.32,T-0,254.68
2,77.42,,29.12,130 kWh,698.05,12-05-2017,12-06-2017,4.12,-16.23,-8.54,-368.30,T-0,415.64
3,75.45,11.55,29.87,102 kWh,483.88,11-04-2017,12-05-2017,3.10,-14.50,-9.37,-255.10,T-0,324.88
4,20.04,8.69,29.75,93 kWh,428.86,13-03-2017,11-04-2017,2.39,-3.85,-9.33,-226.08,T-0,250.47
5,74.83,15.18,29.63,103 kWh,487.27,10-02-2017,13-03-2017,3.11,-14.38,-9.30,-256.88,T-0,329.46
6,19.88,,29.50,97 kWh,447.22,13-01-2017,10-02-2017,2.48,-3.82,-9.26,-235.75,T-0,250.25
7,19.80,225.10,29.39,70 kWh,298.83,14-12-2016,13-01-2017,1.77,-3.81,-9.22,-157.54,T-0,404.32
8,16.14,,29.27,28 kWh,75.50,11-11-2016,14-12-2016,0.69,-3.10,-9.19,-39.80,T-0,69.51
9,19.64,,29.15,59 kWh,237.02,12-10-2016,11-11-2016,1.48,-3.77,-9.15,-124.93,T-0,149.44
10,73.34,2.12,84.60,233 kWh,"1,366.40",10-09-2016,12-10-2016,15.24,,,,T-0,"1,541.70"
11,73.04,0.53,28.91,135 kWh,701.70,12-08-2016,10-09-2016,4.11,-14.03,-9.07,-369.92,T-0,415.27
