,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,77.75,,85.20,210 kWh,"1,285.55",12-06-2017,12-07-2017,,14.49,T-0,"1,462.99"
1,77.42,,84.85,384 kWh,"2,475.96",12-05-2017,12-06-2017,173.32,26.38,T-0,"2,837.93"
2,75.45,184.14,87.02,443 kWh,"2,851.18",11-04-2017,12-05-2017,199.58,30.14,T-0,"3,427.51"
3,75.13,203.43,86.66,305 kWh,"1,893.51",13-03-2017,11-04-2017,132.55,20.55,T-0,"2,411.83"
4,74.83,89.05,86.32,305 kWh,"1,886.14",10-02-2017,13-03-2017,132.03,20.47,T-0,"2,288.84"
5,74.52,275.05,85.96,226 kWh,"1,341.07",13-01-2017,10-02-2017,,15.02,T-0,"1,791.62"
6,74.24,262.75,85.64,328 kWh,"2,027.26",14-12-2016,13-01-2017,141.91,21.87,T-0,"2,613.67"
7,73.93,247.09,85.29,390 kWh,"2,437.17",11-11-2016,14-12-2016,170.60,25.96,T-0,"3,040.04"
8,73.63,16.15,84.93,355 kWh,"2,191.43",11-10-2016,11-11-2016,153.40,23.50,T-0,"2,543.04"
9,73.34,190.24,84.60,367 kWh,"2,262.68",09-09-2016,11-10-2016,158.39,24.21,T-0,"2,793.46"
10,73.04,169.93,84.25,347 kWh,"2,119.93",11-08-2016,09-09-2016,148.40,22.77,T-0,"2,618.32"
11,72.75,82.75,83.91,407 kWh,"2,527.01",11-07-2016,11-08-2016,176.89,26.84,T-0,"2,970.15"
