,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,77.42,16.20,84.85,347 kWh,"2,218.24",12-05-2017,12-06-2017,155.28,23.81,T-0,"2,575.80"
1,75.45,17.88,87.02,374 kWh,"2,376.25",11-04-2017,12-05-2017,166.34,25.39,T-0,"2,748.33"
2,75.13,13.43,86.66,320 kWh,"1,996.33",13-03-2017,11-04-2017,139.74,21.58,T-0,"2,332.87"
3,74.83,15.28,86.32,332 kWh,"2,070.52",10-02-2017,13-03-2017,144.94,22.32,T-0,"2,414.21"
4,74.52,17.68,85.96,285 kWh,"1,742.29",13-01-2017,10-02-2017,,19.03,T-0,"1,939.48"
5,74.24,,85.64,327 kWh,"2,020.27",12-12-2016,13-01-2017,141.42,21.80,T-0,"2,343.37"
6,73.93,25.69,85.29,354 kWh,"2,193.67",09-11-2016,12-12-2016,153.56,23.53,T-0,"2,555.67"
7,73.63,17.25,84.93,325 kWh,"1,989.40",10-10-2016,09-11-2016,139.26,21.48,T-0,"2,325.95"
8,73.34,15.40,84.60,344 kWh,"2,108.51",08-09-2016,10-10-2016,147.60,22.66,T-0,"2,452.11"
9,73.04,,84.25,350 kWh,"2,139.52",09-08-2016,08-09-2016,149.77,22.97,T-0,"2,469.55"
10,72.75,5.38,83.91,334 kWh,"2,040.05",09-07-2016,09-08-2016,142.80,21.97,T-0,"2,366.86"
11,73.20,5.58,83.56,291 kWh,"1,750.62",09-06-2016,09-07-2016,,19.07,T-0,"1,932.03"
