,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,79.68,,87.32,412 kWh,"2,786.05",12-12-2017,12-01-2018,195.02,29.53,T-0,"3,177.60"
1,79.36,3.01,86.96,438 kWh,"2,962.63",10-11-2017,12-12-2017,207.38,31.29,T-0,"3,370.63"
2,79.03,4.69,86.60,422 kWh,"2,834.71",11-10-2017,10-11-2017,198.43,30.00,T-0,"3,233.46"
3,78.71,1.42,86.25,440 kWh,"2,952.48",09-09-2017,11-10-2017,206.67,31.17,T-0,"3,356.70"
4,78.39,,85.90,401 kWh,"2,661.26",11-08-2017,09-09-2017,186.29,28.26,T-0,"3,040.10"
5,78.07,,85.55,444 kWh,"2,957.14",11-07-2017,11-08-2017,207.00,31.21,T-0,"3,358.97"
6,77.75,,85.20,419 kWh,"2,767.53",10-06-2017,11-07-2017,193.73,29.30,T-0,"3,153.51"
7,77.42,2.92,84.85,415 kWh,"2,687.73",11-05-2017,10-06-2017,188.14,28.50,T-0,"3,069.56"
8,75.45,5.73,87.02,429 kWh,"2,754.41",10-04-2017,11-05-2017,192.81,29.17,T-0,"3,144.59"
9,75.13,5.44,86.66,422 kWh,"2,695.04",11-03-2017,10-04-2017,188.65,28.57,T-0,"3,079.49"
10,74.83,2.46,86.32,403 kWh,"2,554.68",09-02-2017,11-03-2017,178.83,27.16,T-0,"2,924.28"
11,74.52,,85.96,367 kWh,"2,299.54",12-01-2017,09-02-2017,160.97,24.60,T-0,"2,645.59"
