,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.03,,86.60,189 kWh,"1,154.62",09-10-2017,08-11-2017,13.20,,,,T-0,"1,333.45"
1,78.71,1.05,29.60,150 kWh,870.10,07-09-2017,09-10-2017,4.94,-16.50,-8.68,-459.57,T-0,499.65
2,78.39,,85.90,162 kWh,952.11,08-08-2017,07-09-2017,11.16,,,,T-0,"1,127.56"
3,20.83,,29.36,99 kWh,479.60,08-07-2017,08-08-2017,2.63,-4.37,-8.61,-253.32,T-0,266.12
4,77.75,0.17,29.24,130 kWh,709.02,08-06-2017,08-07-2017,4.17,-16.30,-8.58,-374.47,T-0,421.00
5,77.42,0.30,29.12,114 kWh,577.46,09-05-2017,08-06-2017,3.55,-16.23,-8.54,-304.59,T-0,358.49
6,75.45,0.94,29.87,106 kWh,512.83,07-04-2017,09-05-2017,3.24,-14.50,-9.37,-270.36,T-0,328.10
7,75.13,,29.75,128 kWh,670.61,09-03-2017,07-04-2017,3.98,-14.44,-9.33,-353.52,T-0,402.18
8,74.83,,29.63,127 kWh,660.81,07-02-2017,09-03-2017,3.93,-14.38,-9.30,-348.36,T-0,397.16
9,19.88,,29.50,91 kWh,414.27,10-01-2017,07-02-2017,2.32,-3.82,-9.26,-218.39,T-0,234.50
10,19.80,,29.39,63 kWh,260.62,10-12-2016,10-01-2017,1.59,-3.81,-9.22,-137.39,T-0,160.98
11,73.93,,29.27,147 kWh,796.03,08-11-2016,10-12-2016,4.56,-14.21,-9.19,-419.65,T-0,460.74
