,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,75.45,1.09,87.02,341 kWh,"2,149.10",11-04-2017,12-05-2017,150.44,23.12,T-0,"2,486.22"
1,75.13,,86.66,322 kWh,"2,010.04",13-03-2017,11-04-2017,140.70,21.72,T-0,"2,334.25"
2,74.83,43.86,86.32,346 kWh,"2,166.10",10-02-2017,13-03-2017,151.63,23.27,T-0,"2,546.01"
3,74.52,32.44,85.96,315 kWh,"1,946.26",13-01-2017,10-02-2017,136.24,21.07,T-0,"2,296.49"
4,74.24,28.78,85.64,356 kWh,"2,216.95",14-12-2016,13-01-2017,155.19,23.77,T-0,"2,584.57"
5,192.61,,158.63,635 kWh,"4,627.33",11-11-2016,14-12-2016,323.91,49.79,T-0,"5,352.27"
6,191.81,,157.98,514 kWh,"3,315.14",12-10-2016,11-11-2016,232.06,36.65,T-0,"3,933.64"
7,73.34,8.36,84.60,417 kWh,"2,597.51",10-09-2016,12-10-2016,181.83,27.55,T-0,"2,973.19"
8,73.04,,84.25,363 kWh,"2,226.86",12-08-2016,10-09-2016,155.88,23.84,T-0,"2,563.87"
9,72.75,2.53,83.91,424 kWh,"2,640.06",12-07-2016,12-08-2016,184.80,27.97,T-0,"3,012.02"
10,73.20,,83.56,384 kWh,"2,372.42",11-06-2016,12-07-2016,166.07,25.29,T-0,"2,720.54"
11,72.90,,83.22,342 kWh,"2,083.27",12-05-2016,11-06-2016,145.83,22.39,T-0,"2,407.61"
