,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.03,,29.72,122 kWh,660.00,13-10-2017,13-11-2017,3.95,-16.57,-8.72,-348.61,T-0,398.80
1,78.71,,29.60,113 kWh,588.74,12-09-2017,13-10-2017,3.61,-16.50,-8.68,-310.97,T-0,364.51
2,20.91,,29.48,85 kWh,401.57,14-08-2017,12-09-2017,2.27,-4.38,-8.65,-212.10,T-0,229.10
3,20.83,,29.36,67 kWh,297.09,13-07-2017,14-08-2017,1.77,-4.37,-8.61,-156.92,T-0,179.15
4,20.74,,29.24,68 kWh,301.54,13-06-2017,13-07-2017,1.79,-4.35,-8.58,-159.26,T-0,181.12
5,20.65,,29.12,78 kWh,352.94,13-05-2017,13-06-2017,2.04,-4.33,-8.54,-186.23,T-0,205.65
6,20.13,,29.87,83 kWh,375.44,12-04-2017,13-05-2017,2.14,-3.87,-9.37,-197.93,T-0,216.41
7,20.04,,29.75,77 kWh,340.90,14-03-2017,12-04-2017,1.98,-3.85,-9.33,-179.71,T-0,199.78
8,19.96,,29.63,71 kWh,306.71,11-02-2017,14-03-2017,1.81,-3.84,-9.30,-161.69,T-0,183.28
9,19.88,0.33,29.50,58 kWh,234.48,14-01-2017,11-02-2017,1.47,-3.82,-9.26,-123.60,T-0,148.98
10,16.21,0.24,29.39,48 kWh,179.76,15-12-2016,14-01-2017,1.18,-3.11,-9.22,-94.76,T-0,119.69
11,19.73,0.59,29.27,67 kWh,281.38,12-11-2016,15-12-2016,1.69,-3.79,-9.19,-148.34,T-0,171.34
