,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,77.42,2.99,29.12,113 kWh,571.97,12-05-2017,12-06-2017,3.52,-16.23,-8.54,-301.78,T-0,358.47
1,75.45,0.21,87.02,161 kWh,910.18,11-04-2017,12-05-2017,10.73,,,,T-0,"1,083.59"
2,75.13,,29.75,140 kWh,758.30,13-03-2017,11-04-2017,4.40,-14.44,-9.33,-399.75,T-0,444.06
3,74.83,0.68,29.63,142 kWh,769.83,10-02-2017,13-03-2017,4.45,-14.38,-9.30,-405.83,T-0,449.91
4,74.52,,29.50,118 kWh,593.48,13-01-2017,10-02-2017,3.61,-14.32,-9.26,-312.85,T-0,364.68
5,74.24,,29.39,145 kWh,785.39,14-12-2016,13-01-2017,4.52,-14.26,-9.22,-414.04,T-0,456.02
6,73.93,0.37,29.27,149 kWh,810.75,11-11-2016,14-12-2016,4.63,-14.21,-9.19,-427.41,T-0,468.14
7,73.63,,29.15,128 kWh,657.60,12-10-2016,11-11-2016,3.90,-14.15,-9.15,-346.67,T-0,394.31
8,73.34,0.88,29.03,143 kWh,761.44,10-09-2016,12-10-2016,4.39,-14.09,-9.11,-401.40,T-0,444.48
9,73.04,0.19,28.91,124 kWh,623.91,12-08-2016,10-09-2016,3.74,-14.03,-9.07,-328.91,T-0,377.78
10,72.75,0.60,28.80,134 kWh,695.88,12-07-2016,12-08-2016,4.08,-13.98,-9.04,-366.91,T-0,412.18
11,73.20,,28.68,139 kWh,731.70,11-06-2016,12-07-2016,4.24,-14.68,-9.00,-385.86,T-0,428.28
