,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,78.39,,29.48,137 kWh,768.58,15-08-2017,13-09-2017,4.45,-16.43,-8.65,-405.95,T-0,449.87
1,78.07,,29.36,150 kWh,863.81,14-07-2017,15-08-2017,4.90,-16.37,-8.61,-456.26,T-0,494.90
2,77.75,,85.20,153 kWh,881.51,14-06-2017,14-07-2017,10.44,,,,T-0,"1,054.90"
3,77.42,,84.85,159 kWh,911.13,15-05-2017,14-06-2017,10.73,,,,T-0,"1,084.13"
4,75.45,,87.02,161 kWh,910.63,15-04-2017,15-05-2017,10.73,,,,T-0,"1,083.83"
5,75.13,,86.66,155 kWh,865.71,15-03-2017,15-04-2017,5.46,-14.44,-9.33,-457.47,T-0,551.72
6,74.83,,86.32,164 kWh,923.68,12-02-2017,15-03-2017,10.85,,,,T-0,"1,095.68"
7,74.52,,85.96,152 kWh,838.19,15-01-2017,12-02-2017,9.99,,,,T-0,"1,008.66"
8,74.24,,29.39,149 kWh,814.38,16-12-2016,15-01-2017,4.65,-14.26,-9.22,-429.32,T-0,469.86
9,73.93,0.57,85.29,163 kWh,906.00,15-11-2016,16-12-2016,10.65,,,,T-0,"1,076.44"
10,73.63,3.16,84.93,185 kWh,"1,049.96",13-10-2016,15-11-2016,12.09,,,,T-0,"1,223.77"
11,73.34,197.70,84.60,170 kWh,945.17,12-09-2016,13-10-2016,11.03,,,,T-0,"1,311.84"
