,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,79.68,2.67,87.32,233 kWh,"1,483.30",05-12-2017,06-01-2018,,16.50,T-0,"1,669.47"
1,79.36,3.05,86.96,267 kWh,"1,722.90",04-11-2017,05-12-2017,,18.89,T-0,"1,911.16"
2,79.03,,86.60,231 kWh,"1,456.42",05-10-2017,04-11-2017,,16.22,T-0,"1,638.27"
3,78.71,1.70,86.25,263 kWh,"1,680.22",04-09-2017,05-10-2017,,18.45,T-0,"1,865.33"
4,78.39,,85.90,259 kWh,"1,644.64",04-08-2017,04-09-2017,,18.09,T-0,"1,827.02"
5,78.07,1.67,85.55,258 kWh,"1,630.79",05-07-2017,04-08-2017,,17.94,T-0,"1,814.02"
6,77.75,,85.20,257 kWh,"1,617.14",05-06-2017,05-07-2017,,17.80,T-0,"1,797.89"
7,77.42,,84.85,283 kWh,"1,760.96",05-05-2017,05-06-2017,,19.23,T-0,"1,942.46"
8,75.45,,87.02,297 kWh,"1,844.30",04-04-2017,05-05-2017,,20.07,T-0,"2,026.84"
9,75.13,,86.66,289 kWh,"1,781.91",06-03-2017,04-04-2017,,19.44,T-0,"1,963.14"
10,74.83,,86.32,320 kWh,"1,986.53",03-02-2017,06-03-2017,139.06,21.48,T-0,"2,308.22"
11,74.52,,85.96,274 kWh,"1,665.74",06-01-2017,03-02-2017,,18.26,T-0,"1,844.48"
