,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,75.45,8.51,87.02,178 kWh,"1,027.75",15-04-2017,15-05-2017,11.90,,,,T-0,"1,210.63"
1,75.13,1.83,86.66,178 kWh,"1,023.50",15-03-2017,15-04-2017,11.85,,,,T-0,"1,198.97"
2,74.83,1.55,86.32,161 kWh,903.19,12-02-2017,15-03-2017,10.64,,,,T-0,"1,076.53"
3,74.52,2.47,29.50,107 kWh,514.27,15-01-2017,12-02-2017,3.24,-14.32,-9.26,-271.10,T-0,329.32
4,74.24,3.47,29.39,109 kWh,526.78,16-12-2016,15-01-2017,3.29,-14.26,-9.22,-277.71,T-0,335.98
5,73.93,3.03,29.27,123 kWh,624.89,15-11-2016,16-12-2016,3.75,-14.21,-9.19,-329.43,T-0,382.04
6,73.63,3.02,29.15,141 kWh,750.53,13-10-2016,15-11-2016,4.34,-14.15,-9.15,-395.66,T-0,441.71
7,73.34,3.47,29.03,132 kWh,683.47,12-09-2016,13-10-2016,4.02,-14.09,-9.11,-360.31,T-0,409.82
8,73.04,2.99,28.91,132 kWh,680.63,13-08-2016,12-09-2016,4.01,-14.03,-9.07,-358.81,T-0,407.67
9,72.75,6.82,28.80,142 kWh,752.37,13-07-2016,13-08-2016,4.34,-13.98,-9.04,-396.69,T-0,445.37
10,73.20,10.21,28.68,131 kWh,675.13,13-06-2016,13-07-2016,3.97,-14.68,-9.00,-356.03,T-0,411.48
11,72.90,11.70,83.22,161 kWh,879.70,13-05-2016,13-06-2016,10.36,,,,T-0,"1,057.88"
