,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,79.03,,86.60,330 kWh,"2,171.78",12-10-2017,11-11-2017,152.02,23.37,T-0,"2,512.80"
1,78.71,,86.25,347 kWh,"2,285.20",11-09-2017,12-10-2017,159.96,24.50,T-0,"2,634.62"
2,78.39,,85.90,331 kWh,"2,161.29",12-08-2017,11-09-2017,151.29,23.26,T-0,"2,500.13"
3,78.07,,85.55,291 kWh,"1,867.77",12-07-2017,12-08-2017,,20.31,T-0,"2,051.70"
4,77.75,,85.20,291 kWh,"1,860.12",12-06-2017,12-07-2017,,20.23,T-0,"2,043.30"
5,77.42,6.16,84.85,322 kWh,"2,044.07",12-05-2017,12-06-2017,143.08,22.06,T-0,"2,377.64"
6,75.45,,87.02,303 kWh,"1,887.54",11-04-2017,12-05-2017,132.13,20.50,T-0,"2,202.64"
7,75.13,15.37,86.66,302 kWh,"1,872.94",13-03-2017,11-04-2017,131.11,20.35,T-0,"2,201.56"
8,74.83,19.51,86.32,283 kWh,"1,735.94",10-02-2017,13-03-2017,,18.97,T-0,"1,935.57"
9,74.52,18.96,85.96,258 kWh,"1,558.68",13-01-2017,10-02-2017,,17.19,T-0,"1,755.31"
10,74.24,17.34,85.64,308 kWh,"1,891.76",14-12-2016,13-01-2017,132.42,20.52,T-0,"2,221.92"
11,73.93,20.08,85.29,317 kWh,"1,944.63",11-11-2016,14-12-2016,136.12,21.04,T-0,"2,281.09"
