,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,105.62,,139.73,375 kWh,"2,777.17",12-07-2017,12-08-2017,457.91,30.23,T-1,"3,510.66"
1,105.18,,139.15,357 kWh,"2,632.99",12-06-2017,12-07-2017,435.91,28.77,T-1,"3,342.00"
2,104.74,,138.58,242 kWh,"1,752.72",12-05-2017,12-06-2017,302.40,19.96,T-1,"2,318.40"
3,102.06,,142.14,362 kWh,"2,590.69",11-04-2017,12-05-2017,429.49,28.35,T-1,"3,292.73"
4,101.64,202.93,141.55,501 kWh,"3,570.82",13-03-2017,11-04-2017,608.26,38.14,T-1,"4,663.34"
5,101.24,,140.98,591 kWh,"4,195.80",10-02-2017,13-03-2017,672.36,44.38,T-1,"5,154.76"
6,100.82,,140.40,558 kWh,"3,945.12",13-01-2017,10-02-2017,634.23,41.86,T-1,"4,862.43"
7,100.44,,139.87,873 kWh,"6,148.84",12-12-2016,13-01-2017,967.96,63.89,T-1,"7,421.00"
8,100.03,,139.29,863 kWh,"6,052.29",09-11-2016,12-12-2016,953.18,62.92,T-1,"7,307.71"
9,51.07,,29.15,142 kWh,635.27,10-10-2016,09-11-2016,108.40,7.15,T-1,831.04
10,99.21,,138.17,534 kWh,"3,713.86",08-09-2016,10-10-2016,598.61,39.51,T-1,"4,589.36"
11,98.81,,137.60,420 kWh,"2,908.70",09-08-2016,08-09-2016,476.48,31.45,T-1,"3,653.04"
