,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.68,,87.32,202 kWh,"1,259.03",11-12-2017,10-01-2018,14.26,,,,T-0,"1,440.29"
1,79.36,0.63,86.96,156 kWh,920.91,08-11-2017,11-12-2017,5.74,-16.64,-8.76,-487.80,T-0,580.40
2,79.03,,29.72,137 kWh,774.26,09-10-2017,08-11-2017,4.49,-16.57,-8.72,-408.94,T-0,453.27
3,78.71,,29.60,146 kWh,839.66,07-09-2017,09-10-2017,4.79,-16.50,-8.68,-443.49,T-0,484.09
4,78.39,,29.48,130 kWh,714.77,08-08-2017,07-09-2017,4.20,-16.43,-8.65,-377.53,T-0,424.23
5,78.07,,29.36,133 kWh,734.61,08-07-2017,08-08-2017,4.29,-16.37,-8.61,-388.01,T-0,433.34
6,77.75,,85.20,167 kWh,979.88,08-06-2017,08-07-2017,11.43,,,,T-0,"1,154.26"
7,77.42,,84.85,163 kWh,933.22,09-05-2017,08-06-2017,10.95,,,,T-0,"1,106.44"
8,75.45,,87.02,152 kWh,847.75,07-04-2017,09-05-2017,5.39,-14.50,-9.37,-447.36,T-0,544.38
9,75.13,,86.66,163 kWh,919.51,09-03-2017,07-04-2017,10.81,,,,T-0,"1,092.11"
10,74.83,,29.63,150 kWh,827.32,07-02-2017,09-03-2017,4.72,-14.38,-9.30,-436.14,T-0,476.68
11,74.52,,29.50,128 kWh,665.33,10-01-2017,07-02-2017,3.95,-14.32,-9.26,-350.73,T-0,398.99
