,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.68,201.73,29.97,135 kWh,764.89,05-12-2017,06-01-2018,4.45,-16.71,-8.79,-403.99,T-0,651.23
1,79.36,5.07,29.85,130 kWh,723.27,04-11-2017,05-12-2017,4.25,-16.64,-8.76,-382.03,T-0,434.37
2,79.03,2.98,29.72,138 kWh,781.33,05-10-2017,04-11-2017,4.52,-16.57,-8.72,-412.68,T-0,459.61
3,78.71,3.17,29.60,149 kWh,861.93,04-09-2017,05-10-2017,4.90,-16.50,-8.68,-455.25,T-0,497.88
4,78.39,2.74,29.48,135 kWh,752.25,04-08-2017,04-09-2017,4.38,-16.43,-8.65,-397.32,T-0,444.84
5,78.07,2.35,29.36,124 kWh,666.16,05-07-2017,04-08-2017,3.97,-16.37,-8.61,-351.86,T-0,403.07
6,77.75,2.24,29.24,130 kWh,708.61,05-06-2017,05-07-2017,4.16,-16.30,-8.58,-374.26,T-0,422.86
7,77.42,2.85,29.12,115 kWh,583.08,05-05-2017,05-06-2017,3.57,-16.23,-8.54,-307.49,T-0,363.78
8,75.45,1.70,29.87,104 kWh,497.94,04-04-2017,05-05-2017,3.17,-14.50,-9.37,-262.51,T-0,321.75
9,75.13,2.01,29.75,116 kWh,583.10,06-03-2017,04-04-2017,3.57,-14.44,-9.33,-307.40,T-0,362.39
10,74.83,2.35,29.63,108 kWh,522.94,03-02-2017,06-03-2017,3.28,-14.38,-9.30,-275.68,T-0,333.67
11,19.88,3.74,29.50,93 kWh,424.94,06-01-2017,03-02-2017,2.37,-3.82,-9.26,-224.01,T-0,243.34
