,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,78.71,,86.25,179 kWh,"1,078.24",07-09-2017,09-10-2017,12.43,,,,T-0,"1,255.63"
1,78.39,,29.48,150 kWh,866.36,08-08-2017,07-09-2017,4.92,-16.43,-8.65,-457.59,T-0,496.48
2,78.07,0.54,85.55,218 kWh,"1,346.97",08-07-2017,08-08-2017,15.11,,,,T-0,"1,526.24"
3,77.75,,85.20,169 kWh,994.05,08-06-2017,08-07-2017,11.57,,,,T-0,"1,168.57"
4,77.42,2.45,84.85,290 kWh,"1,814.88",09-05-2017,08-06-2017,19.77,,,,T-0,"1,999.37"
5,75.45,3.33,87.02,257 kWh,"1,570.12",07-04-2017,09-05-2017,17.33,,,,T-0,"1,753.25"
6,75.13,1.84,86.66,212 kWh,"1,255.19",09-03-2017,07-04-2017,14.17,,,,T-0,"1,432.99"
7,74.83,0.56,86.32,196 kWh,"1,141.19",07-02-2017,09-03-2017,13.02,,,,T-0,"1,315.92"
8,74.52,,85.96,179 kWh,"1,020.97",10-01-2017,07-02-2017,11.81,,,,T-0,"1,193.26"
9,74.24,,85.64,210 kWh,"1,227.17",10-12-2016,10-01-2017,13.87,,,,T-0,"1,400.92"
10,73.93,3.06,85.29,246 kWh,"1,464.83",08-11-2016,10-12-2016,16.24,,,,T-0,"1,643.35"
11,73.63,2.01,84.93,247 kWh,"1,465.28",08-10-2016,08-11-2016,16.24,,,,T-0,"1,642.09"
