,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,107.80,15.00,142.62,440 kWh,"3,325.87",12-12-2017,12-01-2018,541.81,35.76,T-1,"4,168.86"
1,107.35,8.24,142.03,493 kWh,"3,710.91",10-11-2017,12-12-2017,599.98,39.60,T-1,"4,608.11"
2,106.91,12.82,141.44,475 kWh,"3,560.31",11-10-2017,10-11-2017,577.01,38.09,T-1,"4,436.58"
3,106.48,,140.87,496 kWh,"3,702.72",09-09-2017,11-10-2017,598.44,39.50,T-1,"4,588.01"
4,106.04,,140.29,457 kWh,"3,397.26",11-08-2017,09-09-2017,552.00,36.44,T-1,"4,232.03"
5,105.62,,139.73,480 kWh,"3,554.31",11-07-2017,11-08-2017,575.65,38.00,T-1,"4,413.31"
6,105.18,28.04,139.15,475 kWh,"3,502.63",10-06-2017,11-07-2017,567.66,37.47,T-1,"4,380.13"
7,104.74,,138.58,483 kWh,"3,493.20",11-05-2017,10-06-2017,566.08,37.37,T-1,"4,339.97"
8,102.06,,142.14,523 kWh,"3,742.43",10-04-2017,11-05-2017,603.98,39.87,T-1,"4,630.48"
9,101.64,,141.55,500 kWh,"3,563.05",11-03-2017,10-04-2017,576.65,38.06,T-1,"4,420.95"
10,101.24,,140.98,460 kWh,"3,265.02",09-02-2017,11-03-2017,531.35,35.07,T-1,"4,073.66"
11,100.82,,140.40,492 kWh,"3,478.04",12-01-2017,09-02-2017,563.47,37.19,T-1,"4,319.92"
