,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,107.35,,142.03,400 kWh,"3,010.75",09-11-2017,12-12-2017,493.91,32.60,T-1,"3,786.64"
1,55.97,1.20,29.72,145 kWh,696.23,10-10-2017,09-11-2017,118.46,7.82,T-1,909.40
2,106.48,2.38,140.87,265 kWh,"1,978.03",08-09-2017,10-10-2017,337.14,22.25,T-1,"2,587.15"
3,106.04,,140.29,263 kWh,"1,954.76",09-08-2017,08-09-2017,333.47,22.01,T-1,"2,556.57"
4,105.62,4.88,139.73,262 kWh,"1,939.61",10-07-2017,09-08-2017,331.02,21.85,T-1,"2,542.71"
5,105.18,,139.15,273 kWh,"2,012.82",09-06-2017,10-07-2017,341.96,22.57,T-1,"2,621.68"
6,104.74,,138.58,258 kWh,"1,864.35",10-05-2017,09-06-2017,319.31,21.08,T-1,"2,448.06"
7,102.06,12.57,142.14,310 kWh,"2,217.87",08-04-2017,10-05-2017,373.00,24.62,T-1,"2,872.26"
8,101.64,,141.55,292 kWh,"2,080.32",10-03-2017,08-04-2017,352.01,23.24,T-1,"2,698.76"
9,101.24,,140.98,267 kWh,"1,894.87",08-02-2017,10-03-2017,323.77,21.37,T-1,"2,482.23"
10,100.82,,140.40,214 kWh,"1,512.59",11-01-2017,08-02-2017,265.70,17.54,T-1,"2,037.05"
11,100.44,,139.87,229 kWh,"1,612.58",11-12-2016,11-01-2017,280.71,18.53,T-1,"2,152.13"
