,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.03,11.46,86.60,168 kWh,"1,004.25",14-10-2017,14-11-2017,11.70,,,,T-0,"1,193.04"
1,78.71,8.91,86.25,170 kWh,"1,014.54",13-09-2017,14-10-2017,11.80,,,,T-0,"1,200.21"
2,78.39,10.60,85.90,176 kWh,"1,053.32",15-08-2017,13-09-2017,12.18,,,,T-0,"1,240.39"
3,78.07,9.81,85.55,183 kWh,"1,099.03",14-07-2017,15-08-2017,12.63,,,,T-0,"1,285.09"
4,77.75,7.84,85.20,173 kWh,"1,023.49",14-06-2017,14-07-2017,11.86,,,,T-0,"1,206.14"
5,77.42,10.04,84.85,181 kWh,"1,064.93",15-05-2017,14-06-2017,12.27,,,,T-0,"1,249.51"
6,75.45,8.51,87.02,178 kWh,"1,027.75",15-04-2017,15-05-2017,11.90,,,,T-0,"1,210.63"
7,75.13,1.83,86.66,178 kWh,"1,023.50",15-03-2017,15-04-2017,11.85,,,,T-0,"1,198.97"
8,74.83,1.55,86.32,161 kWh,903.19,12-02-2017,15-03-2017,10.64,,,,T-0,"1,076.53"
9,74.52,2.47,29.50,107 kWh,514.27,15-01-2017,12-02-2017,3.24,-14.32,-9.26,-271.10,T-0,329.32
10,74.24,3.47,29.39,109 kWh,526.78,16-12-2016,15-01-2017,3.29,-14.26,-9.22,-277.71,T-0,335.98
11,73.93,3.03,29.27,123 kWh,624.89,15-11-2016,16-12-2016,3.75,-14.21,-9.19,-329.43,T-0,382.04
