,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.36,0.95,29.85,127 kWh,701.14,11-11-2017,14-12-2017,4.15,-16.64,-8.76,-370.33,T-0,419.72
1,79.03,0.19,29.72,124 kWh,675.15,12-10-2017,11-11-2017,4.02,-16.57,-8.72,-356.60,T-0,406.22
2,78.71,0.55,29.60,127 kWh,695.33,11-09-2017,12-10-2017,4.11,-16.50,-8.68,-367.26,T-0,415.86
3,78.39,0.85,29.48,122 kWh,654.50,12-08-2017,11-09-2017,3.92,-16.43,-8.65,-345.69,T-0,396.37
4,78.07,0.56,29.36,140 kWh,787.94,12-07-2017,12-08-2017,4.54,-16.37,-8.61,-416.18,T-0,459.31
5,77.75,0.39,29.24,125 kWh,671.81,12-06-2017,12-07-2017,3.99,-16.30,-8.58,-354.83,T-0,403.47
6,77.42,0.70,29.12,130 kWh,698.05,12-05-2017,12-06-2017,4.12,-16.23,-8.54,-368.30,T-0,416.34
7,75.45,0.83,29.87,120 kWh,615.35,11-04-2017,12-05-2017,3.72,-14.50,-9.37,-324.40,T-0,376.95
8,75.13,0.48,29.75,115 kWh,576.47,13-03-2017,11-04-2017,3.54,-14.44,-9.33,-303.90,T-0,357.70
9,74.83,0.15,29.63,112 kWh,552.47,10-02-2017,13-03-2017,3.42,-14.38,-9.30,-291.25,T-0,345.57
10,74.52,0.16,29.50,103 kWh,485.23,13-01-2017,10-02-2017,3.10,-14.32,-9.26,-255.80,T-0,313.13
11,74.24,0.38,29.39,110 kWh,533.80,14-12-2016,13-01-2017,3.33,-14.26,-9.22,-281.41,T-0,336.25
