,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.36,1.02,29.85,122 kWh,662.73,11-11-2017,14-12-2017,3.96,-16.64,-8.76,-350.05,T-0,401.47
1,79.03,0.61,29.72,133 kWh,743.99,12-10-2017,11-11-2017,4.34,-16.57,-8.72,-392.96,T-0,439.44
2,78.71,0.18,29.60,133 kWh,741.04,11-09-2017,12-10-2017,4.33,-16.50,-8.68,-391.41,T-0,437.27
3,78.39,0.38,29.48,122 kWh,654.50,12-08-2017,11-09-2017,3.92,-16.43,-8.65,-345.69,T-0,395.90
4,78.07,1.44,29.36,126 kWh,682.13,12-07-2017,12-08-2017,4.04,-16.37,-8.61,-360.30,T-0,409.76
5,77.75,0.79,29.24,120 kWh,634.17,12-06-2017,12-07-2017,3.81,-16.30,-8.58,-334.95,T-0,385.93
6,77.42,,29.12,133 kWh,720.29,12-05-2017,12-06-2017,4.22,-16.23,-8.54,-380.04,T-0,426.24
7,75.45,,29.87,134 kWh,717.62,11-04-2017,12-05-2017,4.21,-14.50,-9.37,-378.31,T-0,424.97
8,75.13,,29.75,121 kWh,620.11,13-03-2017,11-04-2017,3.74,-14.44,-9.33,-326.90,T-0,378.06
9,74.83,,29.63,124 kWh,639.43,10-02-2017,13-03-2017,3.83,-14.38,-9.30,-337.08,T-0,386.96
10,74.52,5.72,29.50,105 kWh,499.69,13-01-2017,10-02-2017,3.17,-14.32,-9.26,-263.40,T-0,325.62
11,74.24,195.83,29.39,111 kWh,540.97,14-12-2016,13-01-2017,3.36,-14.26,-9.22,-285.19,T-0,535.12
