,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,205.04,2.10,160.43,513 kWh,"3,528.90",04-09-2017,05-10-2017,247.02,38.94,T-0,"4,182.43"
1,204.19,,159.77,541 kWh,"3,832.39",04-08-2017,04-09-2017,268.27,41.96,T-0,"4,506.58"
2,203.37,,159.13,508 kWh,"3,443.24",05-07-2017,04-08-2017,241.03,38.06,T-0,"4,084.83"
3,77.75,,85.20,480 kWh,"3,197.47",05-06-2017,05-07-2017,223.82,33.60,T-0,"3,617.84"
4,201.69,,157.81,534 kWh,"3,640.76",05-05-2017,05-06-2017,254.85,40.00,T-0,"4,295.11"
5,196.53,,161.87,613 kWh,"4,475.64",04-04-2017,05-05-2017,313.29,48.34,T-0,"5,195.67"
6,195.72,,161.20,503 kWh,"3,259.61",06-03-2017,04-04-2017,228.17,36.17,T-0,"3,880.87"
7,74.83,,86.32,493 kWh,"3,166.72",03-02-2017,06-03-2017,221.67,33.28,T-0,"3,582.82"
8,74.52,,85.96,403 kWh,"2,542.10",06-01-2017,03-02-2017,177.95,27.03,T-0,"2,907.56"
9,74.24,,85.64,471 kWh,"2,992.88",05-12-2016,06-01-2017,209.50,31.53,T-0,"3,393.79"
10,192.61,,158.63,502 kWh,"3,197.06",04-11-2016,05-12-2016,223.79,35.48,T-0,"3,807.57"
11,73.63,,84.93,494 kWh,"3,122.21",05-10-2016,04-11-2016,218.55,32.81,T-0,"3,532.13"
