,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,104.74,,138.58,613 kWh,"4,433.40",11-05-2017,10-06-2017,708.52,46.77,T-1,"5,432.01"
1,102.06,,142.14,657 kWh,"4,701.28",10-04-2017,11-05-2017,749.24,49.45,T-1,"5,744.17"
2,101.64,,141.55,622 kWh,"4,432.43",11-03-2017,10-04-2017,708.36,46.76,T-1,"5,430.74"
3,101.24,,140.98,597 kWh,"4,237.44",09-02-2017,11-03-2017,678.67,44.80,T-1,"5,203.13"
4,100.82,,140.40,515 kWh,"3,640.62",12-01-2017,09-02-2017,588.10,38.82,T-1,"4,508.76"
5,100.44,,139.87,589 kWh,"4,148.19",12-12-2016,12-01-2017,664.86,43.89,T-1,"5,097.25"
6,100.03,,139.29,641 kWh,"4,495.57",10-11-2016,12-12-2016,717.34,47.35,T-1,"5,499.58"
7,99.61,,138.72,628 kWh,"4,385.86",11-10-2016,10-11-2016,700.56,46.24,T-1,"5,370.99"
8,99.21,5.23,138.17,669 kWh,"4,653.36",09-09-2016,11-10-2016,740.95,48.91,T-1,"5,685.83"
9,98.81,,137.60,587 kWh,"4,065.95",11-08-2016,09-09-2016,651.81,43.02,T-1,"4,997.19"
10,98.41,1.86,137.05,643 kWh,"4,467.88",11-07-2016,11-08-2016,712.56,47.03,T-1,"5,464.79"
11,99.03,5.13,136.48,629 kWh,"4,367.19",10-06-2016,11-07-2016,697.31,46.03,T-1,"5,351.17"
