,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.36,3.49,29.85,137 kWh,777.97,11-11-2017,14-12-2017,4.51,-16.64,-8.76,-410.91,T-0,458.87
1,79.03,,29.72,108 kWh,552.75,12-10-2017,11-11-2017,3.44,-16.57,-8.72,-291.95,T-0,347.70
2,78.71,,29.60,111 kWh,573.40,11-09-2017,12-10-2017,3.54,-16.50,-8.68,-302.86,T-0,357.21
3,78.39,,29.48,107 kWh,540.69,12-08-2017,11-09-2017,3.38,-16.43,-8.65,-285.58,T-0,341.28
4,78.07,,29.36,107 kWh,538.53,12-07-2017,12-08-2017,3.37,-16.37,-8.61,-284.44,T-0,339.91
5,77.75,,29.24,105 kWh,521.26,12-06-2017,12-07-2017,3.28,-16.30,-8.58,-275.31,T-0,331.34
6,77.42,,29.12,129 kWh,690.69,12-05-2017,12-06-2017,4.08,-16.23,-8.54,-364.41,T-0,412.13
7,75.45,,29.87,133 kWh,710.30,11-04-2017,12-05-2017,4.17,-14.50,-9.37,-374.45,T-0,421.47
8,75.13,,29.75,117 kWh,591.01,13-03-2017,11-04-2017,3.61,-14.44,-9.33,-311.57,T-0,364.16
9,74.83,,29.63,116 kWh,581.46,10-02-2017,13-03-2017,3.56,-14.38,-9.30,-306.54,T-0,359.26
10,74.52,,29.50,108 kWh,521.33,13-01-2017,10-02-2017,3.27,-14.32,-9.26,-274.82,T-0,330.22
11,74.24,2.47,29.39,128 kWh,663.18,14-12-2016,13-01-2017,3.94,-14.26,-9.22,-349.60,T-0,400.14
