,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,77.42,3.13,29.12,144 kWh,799.73,10-05-2017,09-06-2017,4.60,-16.23,-8.54,-421.87,T-0,467.36
1,75.45,198.53,29.87,136 kWh,731.97,08-04-2017,10-05-2017,4.28,-14.50,-9.37,-385.89,T-0,630.34
2,75.13,2.26,29.75,126 kWh,656.18,10-03-2017,08-04-2017,3.91,-14.44,-9.33,-345.91,T-0,397.55
3,74.83,2.00,29.63,125 kWh,646.42,08-02-2017,10-03-2017,3.86,-14.38,-9.30,-340.78,T-0,392.28
4,74.52,2.36,29.50,106 kWh,506.74,11-01-2017,08-02-2017,3.20,-14.32,-9.26,-267.12,T-0,325.62
5,74.24,3.51,29.39,126 kWh,648.60,11-12-2016,11-01-2017,3.87,-14.26,-9.22,-341.92,T-0,394.21
6,73.93,2.98,29.27,147 kWh,796.17,09-11-2016,11-12-2016,4.56,-14.21,-9.19,-419.73,T-0,463.78
7,73.63,3.94,29.15,123 kWh,621.78,10-10-2016,09-11-2016,3.73,-14.15,-9.15,-327.78,T-0,381.15
8,73.34,3.75,29.03,138 kWh,725.74,08-09-2016,10-10-2016,4.22,-14.09,-9.11,-382.59,T-0,430.29
9,73.04,8.58,28.91,144 kWh,765.03,09-08-2016,08-09-2016,4.41,-14.03,-9.07,-403.30,T-0,453.57
10,72.75,,83.91,155 kWh,843.34,09-07-2016,09-08-2016,5.31,-13.98,-9.04,-445.66,T-0,536.63
11,73.20,7.18,83.56,157 kWh,856.02,09-06-2016,09-07-2016,10.13,,,,T-0,"1,030.09"
