,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,78.07,2.85,29.36,129 kWh,704.81,12-07-2017,12-08-2017,4.15,-16.37,-8.61,-372.27,T-0,421.99
1,77.75,2.87,29.24,124 kWh,664.27,12-06-2017,12-07-2017,3.96,-16.30,-8.58,-350.84,T-0,402.37
2,77.42,,29.12,128 kWh,683.18,12-05-2017,12-06-2017,4.05,-16.23,-8.54,-360.44,T-0,408.56
3,75.45,1.37,29.87,130 kWh,688.38,11-04-2017,12-05-2017,4.07,-14.50,-9.37,-362.90,T-0,412.37
4,75.13,,29.75,118 kWh,598.30,13-03-2017,11-04-2017,3.64,-14.44,-9.33,-315.41,T-0,367.64
5,74.83,0.12,29.63,120 kWh,610.44,10-02-2017,13-03-2017,3.69,-14.38,-9.30,-321.80,T-0,373.23
6,19.88,1.10,29.50,96 kWh,441.77,13-01-2017,10-02-2017,2.45,-3.82,-9.26,-232.88,T-0,248.74
7,74.24,,29.39,110 kWh,533.80,14-12-2016,13-01-2017,3.33,-14.26,-9.22,-281.41,T-0,335.87
8,73.93,3.26,29.27,126 kWh,646.10,11-11-2016,14-12-2016,3.85,-14.21,-9.19,-340.62,T-0,392.39
9,73.63,2.59,29.15,121 kWh,607.68,12-10-2016,11-11-2016,3.67,-14.15,-9.15,-320.35,T-0,373.07
10,73.34,5.99,29.03,121 kWh,605.25,10-09-2016,12-10-2016,3.65,-14.09,-9.11,-319.07,T-0,374.99
11,73.04,3.99,28.91,122 kWh,609.78,12-08-2016,10-09-2016,3.67,-14.03,-9.07,-321.47,T-0,374.82
