,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,78.71,3.17,29.60,149 kWh,861.93,04-09-2017,05-10-2017,4.90,-16.50,-8.68,-455.25,T-0,497.88
1,78.39,2.74,29.48,135 kWh,752.25,04-08-2017,04-09-2017,4.38,-16.43,-8.65,-397.32,T-0,444.84
2,78.07,2.35,29.36,124 kWh,666.16,05-07-2017,04-08-2017,3.97,-16.37,-8.61,-351.86,T-0,403.07
3,77.75,2.24,29.24,130 kWh,708.61,05-06-2017,05-07-2017,4.16,-16.30,-8.58,-374.26,T-0,422.86
4,77.42,2.85,29.12,115 kWh,583.08,05-05-2017,05-06-2017,3.57,-16.23,-8.54,-307.49,T-0,363.78
5,75.45,1.70,29.87,104 kWh,497.94,04-04-2017,05-05-2017,3.17,-14.50,-9.37,-262.51,T-0,321.75
6,75.13,2.01,29.75,116 kWh,583.10,06-03-2017,04-04-2017,3.57,-14.44,-9.33,-307.40,T-0,362.39
7,74.83,2.35,29.63,108 kWh,522.94,03-02-2017,06-03-2017,3.28,-14.38,-9.30,-275.68,T-0,333.67
8,19.88,3.74,29.50,93 kWh,424.94,06-01-2017,03-02-2017,2.37,-3.82,-9.26,-224.01,T-0,243.34
9,74.24,2.45,29.39,135 kWh,712.67,05-12-2016,06-01-2017,4.17,-14.26,-9.22,-375.70,T-0,423.74
10,73.93,7.27,29.27,124 kWh,631.00,04-11-2016,05-12-2016,3.78,-14.21,-9.19,-332.65,T-0,389.20
11,73.63,,29.15,131 kWh,678.19,05-10-2016,04-11-2016,4.00,-14.15,-9.15,-357.53,T-0,404.14
