,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,78.07,1.67,85.55,258 kWh,"1,630.79",05-07-2017,04-08-2017,,17.94,T-0,"1,814.02"
1,77.75,,85.20,257 kWh,"1,617.14",05-06-2017,05-07-2017,,17.80,T-0,"1,797.89"
2,77.42,,84.85,283 kWh,"1,760.96",05-05-2017,05-06-2017,,19.23,T-0,"1,942.46"
3,75.45,,87.02,297 kWh,"1,844.30",04-04-2017,05-05-2017,,20.07,T-0,"2,026.84"
4,75.13,,86.66,289 kWh,"1,781.91",06-03-2017,04-04-2017,,19.44,T-0,"1,963.14"
5,74.83,,86.32,320 kWh,"1,986.53",03-02-2017,06-03-2017,139.06,21.48,T-0,"2,308.22"
6,74.52,,85.96,274 kWh,"1,665.74",06-01-2017,03-02-2017,,18.26,T-0,"1,844.48"
7,74.24,,85.64,313 kWh,"1,923.50",05-12-2016,06-01-2017,134.65,20.83,T-0,"2,238.86"
8,73.93,,85.29,290 kWh,"1,760.31",04-11-2016,05-12-2016,,19.20,T-0,"1,938.73"
9,73.63,,84.93,300 kWh,"1,820.15",05-10-2016,04-11-2016,,19.79,T-0,"1,998.50"
10,73.34,,84.60,342 kWh,"2,093.65",03-09-2016,05-10-2016,146.56,22.52,T-0,"2,420.67"
11,73.04,,84.25,314 kWh,"1,898.32",04-08-2016,03-09-2016,132.88,20.56,T-0,"2,209.05"
