,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,78.71,6.74,86.25,477 kWh,"3,218.75",11-09-2017,12-10-2017,225.31,33.84,T-0,"3,649.60"
1,78.39,8.25,85.90,476 kWh,"3,198.28",12-08-2017,11-09-2017,223.88,33.63,T-0,"3,628.33"
2,78.07,8.73,85.55,468 kWh,"3,128.52",12-07-2017,12-08-2017,219.00,32.92,T-0,"3,552.79"
3,77.75,4.62,85.20,415 kWh,"2,739.71",12-06-2017,12-07-2017,191.78,29.03,T-0,"3,128.09"
4,77.42,7.47,84.85,446 kWh,"2,907.84",12-05-2017,12-06-2017,203.55,30.70,T-0,"3,311.83"
5,75.45,5.11,87.02,438 kWh,"2,816.75",11-04-2017,12-05-2017,197.17,29.79,T-0,"3,211.29"
6,75.13,3.90,86.66,377 kWh,"2,387.07",13-03-2017,11-04-2017,167.09,25.49,T-0,"2,745.34"
7,74.83,4.71,86.32,385 kWh,"2,432.39",10-02-2017,13-03-2017,170.27,25.94,T-0,"2,794.46"
8,74.52,6.91,85.96,351 kWh,"2,191.07",13-01-2017,10-02-2017,153.37,23.52,T-0,"2,535.35"
9,74.24,10.89,85.64,412 kWh,"2,596.35",14-12-2016,13-01-2017,181.74,27.56,T-0,"2,976.42"
10,73.93,5.83,85.29,465 kWh,"2,943.16",11-11-2016,14-12-2016,206.02,31.02,T-0,"3,345.25"
11,73.63,5.94,84.93,438 kWh,"2,749.11",12-10-2016,11-11-2016,192.44,29.08,T-0,"3,135.13"
