,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,107.80,,142.62,311 kWh,"2,350.78",12-12-2017,12-01-2018,394.08,26.01,T-1,"3,021.29"
1,107.35,2.45,142.03,571 kWh,"4,298.04",10-11-2017,12-12-2017,688.93,45.47,T-1,"5,284.27"
2,106.91,2.45,141.44,572 kWh,"4,287.40",11-10-2017,10-11-2017,687.17,45.36,T-1,"5,270.73"
3,106.48,4.42,140.87,574 kWh,"4,284.99",09-09-2017,11-10-2017,686.65,45.32,T-1,"5,268.73"
4,106.04,,140.29,333 kWh,"2,475.48",11-08-2017,09-09-2017,412.35,27.22,T-1,"3,161.38"
5,105.62,,139.73,571 kWh,"4,228.14",11-07-2017,11-08-2017,677.73,44.73,T-1,"5,195.95"
6,105.18,,139.15,720 kWh,"5,309.25",10-06-2017,11-07-2017,841.37,55.54,T-1,"6,450.49"
7,104.74,,138.58,651 kWh,"4,708.14",11-05-2017,10-06-2017,750.15,49.51,T-1,"5,751.12"
8,102.06,,142.14,695 kWh,"4,973.19",10-04-2017,11-05-2017,790.43,52.17,T-1,"6,059.99"
9,101.64,,141.55,642 kWh,"4,574.96",11-03-2017,10-04-2017,729.95,48.18,T-1,"5,596.28"
10,101.24,,140.98,619 kWh,"4,393.60",09-02-2017,11-03-2017,702.33,46.36,T-1,"5,384.51"
11,100.82,,140.40,530 kWh,"3,746.65",12-01-2017,09-02-2017,604.16,39.88,T-1,"4,631.91"
