,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,107.80,29.26,142.62,1691 kWh,"12,771.43",05-12-2017,06-01-2018,"1,972.81",130.22,T-1,"15,154.14"
1,107.35,49.99,142.03,1405 kWh,"10,566.33",04-11-2017,05-12-2017,"1,638.58",108.16,T-1,"12,612.44"
2,106.91,34.00,141.44,1441 kWh,"10,792.24",05-10-2017,04-11-2017,"1,672.65",110.41,T-1,"12,857.65"
3,106.48,42.57,140.87,1489 kWh,"11,107.17",04-09-2017,05-10-2017,"1,720.21",113.55,T-1,"13,230.85"
4,106.04,105.80,140.29,1480 kWh,"10,994.17",04-08-2017,04-09-2017,"1,702.94",112.41,T-1,"13,161.65"
5,105.62,72.18,139.73,1337 kWh,"9,891.09",05-07-2017,04-08-2017,"1,535.67",101.36,T-1,"11,845.65"
6,105.18,69.12,139.15,1268 kWh,"9,342.78",05-06-2017,05-07-2017,"1,452.45",95.87,T-1,"11,204.55"
7,104.74,,138.58,1341 kWh,"9,655.30",05-05-2017,05-06-2017,"1,499.64",98.99,T-1,"11,497.25"
8,102.06,79.22,142.14,1455 kWh,"10,403.16",04-04-2017,05-05-2017,"1,613.07",106.47,T-1,"12,446.12"
9,101.64,,141.55,1202 kWh,"8,558.79",06-03-2017,04-04-2017,"1,333.50",88.02,T-1,"10,223.50"
10,101.24,68.89,140.98,1157 kWh,"8,206.43",03-02-2017,06-03-2017,"1,279.97",84.49,T-1,"9,882.00"
11,100.82,,140.40,933 kWh,"6,590.24",06-01-2017,03-02-2017,"1,034.97",68.31,T-1,"7,934.74"
