,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.03,,29.72,140 kWh,796.61,05-10-2017,04-11-2017,4.59,-16.57,-8.72,-420.75,T-0,463.91
1,78.71,,86.25,179 kWh,"1,077.56",04-09-2017,05-10-2017,12.43,,,,T-0,"1,254.95"
2,78.39,,85.90,158 kWh,923.03,04-08-2017,04-09-2017,10.87,,,,T-0,"1,098.19"
3,78.07,247.68,85.55,157 kWh,912.15,05-07-2017,04-08-2017,10.76,,,,T-0,"1,334.21"
4,77.75,334.55,29.24,150 kWh,858.91,05-06-2017,05-07-2017,4.87,-16.30,-8.58,-453.64,T-0,826.80
5,77.42,,84.85,158 kWh,895.30,05-05-2017,05-06-2017,10.58,,,,T-0,"1,068.15"
6,75.45,218.96,87.02,189 kWh,"1,101.61",04-04-2017,05-05-2017,12.64,,,,T-0,"1,495.68"
7,75.13,,86.66,170 kWh,966.96,06-03-2017,04-04-2017,11.29,,,,T-0,"1,140.04"
8,74.83,193.31,86.32,173 kWh,983.73,03-02-2017,06-03-2017,11.45,,,,T-0,"1,349.64"
9,74.52,,29.50,144 kWh,780.09,06-01-2017,03-02-2017,8.84,,,,T-0,892.95
10,74.24,,85.64,180 kWh,"1,023.33",05-12-2016,06-01-2017,11.83,,,,T-0,"1,195.04"
11,73.93,,85.29,174 kWh,978.53,04-11-2016,05-12-2016,11.38,,,,T-0,"1,149.13"
