,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,77.42,216.25,29.12,115 kWh,588.15,15-05-2017,14-06-2017,3.60,-16.23,-8.54,-310.37,T-0,579.40
1,75.45,,29.87,126 kWh,659.50,15-04-2017,15-05-2017,3.93,-14.50,-9.37,-347.67,T-0,397.21
2,75.13,3.65,29.75,130 kWh,685.87,15-03-2017,15-04-2017,4.05,-14.44,-9.33,-361.58,T-0,413.10
3,74.83,197.10,29.63,126 kWh,654.09,12-02-2017,15-03-2017,3.90,-14.38,-9.30,-344.82,T-0,591.05
4,74.52,197.07,29.50,108 kWh,521.46,15-01-2017,12-02-2017,3.27,-14.32,-9.26,-274.89,T-0,527.35
5,74.24,,29.39,125 kWh,641.76,15-12-2016,15-01-2017,3.84,-14.26,-9.22,-338.33,T-0,387.42
6,73.93,5.10,29.27,146 kWh,789.38,12-11-2016,15-12-2016,4.53,-14.21,-9.19,-416.14,T-0,462.67
7,73.63,3.02,29.15,128 kWh,657.68,13-10-2016,12-11-2016,3.90,-14.15,-9.15,-346.71,T-0,397.37
8,73.34,,29.03,139 kWh,733.18,12-09-2016,13-10-2016,4.26,-14.09,-9.11,-386.51,T-0,430.10
9,73.04,4.25,28.91,125 kWh,631.14,13-08-2016,12-09-2016,3.77,-14.03,-9.07,-332.73,T-0,385.28
10,72.75,2.56,28.80,113 kWh,547.11,13-07-2016,13-08-2016,3.37,-13.98,-9.04,-288.47,T-0,343.10
11,73.20,1.51,28.68,112 kWh,540.49,13-06-2016,13-07-2016,3.34,-14.68,-9.00,-285.02,T-0,338.52
