,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,107.35,,142.03,247 kWh,"1,859.48",11-11-2017,13-12-2017,319.49,21.09,T-1,"2,449.44"
1,106.91,229.55,141.44,273 kWh,"2,046.52",12-10-2017,11-11-2017,376.77,22.95,T-1,"2,924.14"
2,106.48,,140.87,286 kWh,"2,135.40",11-09-2017,12-10-2017,360.99,23.83,T-1,"2,767.57"
3,106.04,3.81,140.29,296 kWh,"2,200.93",12-08-2017,11-09-2017,370.76,24.47,T-1,"2,846.30"
4,105.62,,139.73,284 kWh,"2,103.26",12-07-2017,12-08-2017,355.82,23.49,T-1,"2,727.92"
5,105.18,,139.15,275 kWh,"2,028.22",12-06-2017,12-07-2017,344.29,22.73,T-1,"2,639.57"
6,104.74,3.58,138.58,338 kWh,"2,448.00",12-05-2017,12-06-2017,407.73,26.91,T-1,"3,129.54"
7,102.06,5.94,142.14,428 kWh,"3,063.04",11-04-2017,12-05-2017,501.05,33.07,T-1,"3,847.30"
8,101.64,,141.55,351 kWh,"2,501.71",13-03-2017,11-04-2017,415.85,27.45,T-1,"3,188.20"
9,101.24,2.13,140.98,326 kWh,"2,314.43",10-02-2017,13-03-2017,387.33,25.57,T-1,"2,971.68"
10,100.82,,140.40,244 kWh,"1,725.09",13-01-2017,10-02-2017,297.90,19.66,T-1,"2,283.87"
11,100.44,222.95,139.87,289 kWh,"2,035.52",12-12-2016,13-01-2017,373.56,22.76,T-1,"2,895.10"
