,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,75.45,,87.02,207 kWh,"1,227.48",15-04-2017,15-05-2017,13.90,,,,T-0,"1,403.85"
1,75.13,,86.66,155 kWh,865.71,15-03-2017,15-04-2017,5.46,-14.44,-9.33,-457.47,T-0,551.72
2,74.83,,86.32,175 kWh,998.84,12-02-2017,15-03-2017,11.60,,,,T-0,"1,171.59"
3,74.52,,29.50,137 kWh,730.76,15-01-2017,12-02-2017,4.26,-14.32,-9.26,-385.22,T-0,430.24
4,74.24,,29.39,118 kWh,591.44,15-12-2016,15-01-2017,3.60,-14.26,-9.22,-311.79,T-0,363.40
5,73.93,,29.27,145 kWh,782.22,12-11-2016,15-12-2016,4.50,-14.21,-9.19,-412.38,T-0,454.14
6,73.63,,84.93,166 kWh,922.05,13-10-2016,12-11-2016,10.81,,,,T-0,"1,091.42"
7,73.34,0.27,29.03,110 kWh,527.26,12-09-2016,13-10-2016,3.28,-14.09,-9.11,-277.95,T-0,332.03
8,19.48,4.29,28.91,58 kWh,229.75,13-08-2016,12-09-2016,1.44,-3.74,-9.07,-121.13,T-0,149.93
9,72.75,,83.91,176 kWh,982.64,13-07-2016,13-08-2016,11.39,,,,T-0,"1,150.69"
10,73.20,4.90,83.56,175 kWh,976.85,13-06-2016,13-07-2016,11.34,,,,T-0,"1,149.85"
11,72.90,8.12,83.22,201 kWh,"1,145.78",13-05-2016,13-06-2016,13.02,,,,T-0,"1,323.04"
