,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,78.07,16.77,85.55,240 kWh,"1,505.12",14-07-2017,15-08-2017,,16.69,T-0,"1,702.20"
1,77.75,,85.20,259 kWh,"1,633.63",14-06-2017,14-07-2017,,17.97,T-0,"1,814.55"
2,77.42,16.22,84.85,289 kWh,"1,818.30",15-05-2017,14-06-2017,,19.81,T-0,"2,016.60"
3,75.45,36.80,87.02,319 kWh,"1,998.68",15-04-2017,15-05-2017,139.91,21.61,T-0,"2,359.47"
4,75.13,,86.66,320 kWh,"1,997.29",15-03-2017,15-04-2017,139.81,21.59,T-0,"2,320.48"
5,74.83,230.69,86.32,380 kWh,"2,398.96",12-02-2017,15-03-2017,167.93,25.60,T-0,"2,984.33"
6,74.52,229.64,85.96,347 kWh,"2,164.49",15-01-2017,12-02-2017,151.51,23.25,T-0,"2,729.37"
7,74.24,227.19,85.64,390 kWh,"2,448.04",16-12-2016,15-01-2017,171.36,26.08,T-0,"3,032.55"
8,73.93,24.86,85.29,403 kWh,"2,525.87",15-11-2016,16-12-2016,176.81,26.85,T-0,"2,913.61"
9,73.63,,84.93,462 kWh,"2,911.46",13-10-2016,15-11-2016,203.80,30.70,T-0,"3,304.52"
10,73.34,11.15,84.60,499 kWh,"3,146.76",12-09-2016,13-10-2016,220.27,33.05,T-0,"3,569.17"
11,73.04,42.91,84.25,482 kWh,"3,020.46",13-08-2016,12-09-2016,211.43,31.78,T-0,"3,463.87"
