,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,78.39,1.75,29.48,136 kWh,760.98,15-08-2017,13-09-2017,4.42,-16.43,-8.65,-401.94,T-0,448.00
1,78.07,1.21,29.36,143 kWh,810.91,14-07-2017,15-08-2017,4.65,-16.37,-8.61,-428.30,T-0,470.92
2,77.75,1.57,29.24,116 kWh,604.23,14-06-2017,14-07-2017,3.67,-16.30,-8.58,-319.13,T-0,372.45
3,77.42,,29.12,148 kWh,833.24,15-05-2017,14-06-2017,4.75,-16.23,-8.54,-439.70,T-0,480.06
4,75.45,,87.02,185 kWh,"1,075.97",15-04-2017,15-05-2017,12.38,,,,T-0,"1,250.82"
5,75.13,,86.66,173 kWh,989.19,15-03-2017,15-04-2017,11.51,,,,T-0,"1,162.49"
6,74.83,,86.32,157 kWh,875.85,12-02-2017,15-03-2017,10.37,,,,T-0,"1,047.37"
7,74.52,1.06,29.50,147 kWh,802.92,15-01-2017,12-02-2017,9.07,,,,T-0,917.07
8,74.24,9.35,85.64,171 kWh,963.88,15-12-2016,15-01-2017,11.24,,,,T-0,"1,144.35"
9,73.93,7.53,85.29,208 kWh,"1,209.42",12-11-2016,15-12-2016,13.69,,,,T-0,"1,389.86"
10,73.63,,84.93,190 kWh,"1,083.29",13-10-2016,12-11-2016,12.42,,,,T-0,"1,254.27"
11,73.34,9.43,84.60,176 kWh,985.30,12-09-2016,13-10-2016,11.43,,,,T-0,"1,164.10"
