,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,77.75,2.24,29.24,130 kWh,708.61,05-06-2017,05-07-2017,4.16,-16.30,-8.58,-374.26,T-0,422.86
1,77.42,2.85,29.12,115 kWh,583.08,05-05-2017,05-06-2017,3.57,-16.23,-8.54,-307.49,T-0,363.78
2,75.45,1.70,29.87,104 kWh,497.94,04-04-2017,05-05-2017,3.17,-14.50,-9.37,-262.51,T-0,321.75
3,75.13,2.01,29.75,116 kWh,583.10,06-03-2017,04-04-2017,3.57,-14.44,-9.33,-307.40,T-0,362.39
4,74.83,2.35,29.63,108 kWh,522.94,03-02-2017,06-03-2017,3.28,-14.38,-9.30,-275.68,T-0,333.67
5,19.88,3.74,29.50,93 kWh,424.94,06-01-2017,03-02-2017,2.37,-3.82,-9.26,-224.01,T-0,243.34
6,74.24,2.45,29.39,135 kWh,712.67,05-12-2016,06-01-2017,4.17,-14.26,-9.22,-375.70,T-0,423.74
7,73.93,7.27,29.27,124 kWh,631.00,04-11-2016,05-12-2016,3.78,-14.21,-9.19,-332.65,T-0,389.20
8,73.63,,29.15,131 kWh,678.19,05-10-2016,04-11-2016,4.00,-14.15,-9.15,-357.53,T-0,404.14
9,73.34,1.52,84.60,183 kWh,"1,030.76",03-09-2016,05-10-2016,11.89,,,,T-0,"1,202.11"
10,73.04,4.44,28.91,150 kWh,806.69,04-08-2016,07-09-2016,4.60,-14.03,-9.07,-425.27,T-0,469.31
12,73.04,4.44,84.25,156 kWh,846.61,04-08-2016,03-09-2016,10.04,,,,T-0,"1,018.38"
13,72.75,,28.80,149 kWh,803.72,05-07-2016,04-08-2016,4.58,-13.98,-9.04,-423.80,T-0,463.03
