,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,107.80,429.52,142.62,312 kWh,"2,358.36",12-12-2017,12-01-2018,395.23,26.09,T-1,"3,459.62"
1,107.35,4.26,142.03,322 kWh,"2,423.87",11-11-2017,12-12-2017,405.00,26.73,T-1,"3,109.24"
2,106.91,7.21,141.44,317 kWh,"2,376.38",12-10-2017,11-11-2017,397.65,26.25,T-1,"3,055.84"
3,106.48,10.37,140.87,324 kWh,"2,419.14",11-09-2017,12-10-2017,403.97,26.66,T-1,"3,107.49"
4,106.04,4.40,140.29,335 kWh,"2,490.93",12-08-2017,11-09-2017,414.69,27.37,T-1,"3,183.72"
5,105.62,325.65,139.73,333 kWh,"2,466.12",12-07-2017,12-08-2017,410.79,27.11,T-1,"3,475.02"
6,105.18,,139.15,322 kWh,"2,374.86",12-06-2017,12-07-2017,396.81,26.19,T-1,"3,042.19"
7,104.74,,138.58,376 kWh,"2,723.13",12-05-2017,12-06-2017,449.42,29.66,T-1,"3,445.53"
8,102.06,837.40,142.14,386 kWh,"2,762.46",11-04-2017,12-05-2017,455.51,30.07,T-1,"4,329.64"
9,101.64,228.83,141.55,356 kWh,"2,537.35",13-03-2017,11-04-2017,450.37,27.81,T-1,"3,487.55"
10,101.24,,140.98,381 kWh,"2,704.89",10-02-2017,13-03-2017,446.49,29.47,T-1,"3,423.07"
11,100.82,7.89,140.40,329 kWh,"2,326.07",13-01-2017,10-02-2017,388.94,25.67,T-1,"2,989.79"
