,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,21.26,0.22,29.97,83 kWh,396.39,11-12-2017,10-01-2018,2.25,-4.46,-8.79,-209.36,T-0,227.48
1,21.17,1.28,29.85,87 kWh,417.97,08-11-2017,11-12-2017,2.35,-4.44,-8.76,-220.77,T-0,238.65
2,79.03,0.65,29.72,107 kWh,544.85,09-10-2017,08-11-2017,3.41,-16.57,-8.72,-287.78,T-0,344.59
3,78.71,0.75,29.60,109 kWh,557.90,07-09-2017,09-10-2017,3.46,-16.50,-8.68,-294.67,T-0,350.57
4,20.91,0.71,29.48,99 kWh,481.52,08-08-2017,07-09-2017,2.65,-4.38,-8.65,-254.33,T-0,267.91
5,78.07,1.03,29.36,118 kWh,621.31,08-07-2017,08-08-2017,3.76,-16.37,-8.61,-328.17,T-0,380.38
6,77.75,0.93,29.24,115 kWh,596.17,08-06-2017,08-07-2017,3.63,-16.30,-8.58,-314.87,T-0,367.97
7,77.42,0.80,29.12,107 kWh,525.60,09-05-2017,08-06-2017,3.30,-16.23,-8.54,-277.24,T-0,334.23
8,75.45,0.84,29.87,111 kWh,549.35,07-04-2017,09-05-2017,3.41,-14.50,-9.37,-289.62,T-0,345.43
9,20.04,0.72,29.75,99 kWh,461.54,09-03-2017,07-04-2017,2.55,-3.85,-9.33,-243.31,T-0,258.11
10,19.96,0.36,29.63,99 kWh,459.79,07-02-2017,09-03-2017,2.54,-3.84,-9.30,-242.38,T-0,256.76
11,19.88,0.64,29.50,100 kWh,463.37,10-01-2017,07-02-2017,2.55,-3.82,-9.26,-244.27,T-0,258.59
