,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,78.71,,29.60,111 kWh,573.40,11-09-2017,12-10-2017,3.54,-16.50,-8.68,-302.86,T-0,357.21
1,78.39,,29.48,107 kWh,540.69,12-08-2017,11-09-2017,3.38,-16.43,-8.65,-285.58,T-0,341.28
2,78.07,,29.36,107 kWh,538.53,12-07-2017,12-08-2017,3.37,-16.37,-8.61,-284.44,T-0,339.91
3,77.75,,29.24,105 kWh,521.26,12-06-2017,12-07-2017,3.28,-16.30,-8.58,-275.31,T-0,331.34
4,77.42,,29.12,129 kWh,690.69,12-05-2017,12-06-2017,4.08,-16.23,-8.54,-364.41,T-0,412.13
5,75.45,,29.87,133 kWh,710.30,11-04-2017,12-05-2017,4.17,-14.50,-9.37,-374.45,T-0,421.47
6,75.13,,29.75,117 kWh,591.01,13-03-2017,11-04-2017,3.61,-14.44,-9.33,-311.57,T-0,364.16
7,74.83,,29.63,116 kWh,581.46,10-02-2017,13-03-2017,3.56,-14.38,-9.30,-306.54,T-0,359.26
8,74.52,,29.50,108 kWh,521.33,13-01-2017,10-02-2017,3.27,-14.32,-9.26,-274.82,T-0,330.22
9,74.24,2.47,29.39,128 kWh,663.18,14-12-2016,13-01-2017,3.94,-14.26,-9.22,-349.60,T-0,400.14
10,73.93,,29.27,130 kWh,674.74,11-11-2016,14-12-2016,3.99,-14.21,-9.19,-355.71,T-0,402.82
11,73.63,,29.15,116 kWh,572.06,12-10-2016,11-11-2016,3.50,-14.15,-9.15,-301.57,T-0,353.47
