,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,102.06,,142.14,695 kWh,"4,973.19",10-04-2017,11-05-2017,790.43,52.17,T-1,"6,059.99"
1,101.64,,141.55,642 kWh,"4,574.96",11-03-2017,10-04-2017,729.95,48.18,T-1,"5,596.28"
2,101.24,,140.98,619 kWh,"4,393.60",09-02-2017,11-03-2017,702.33,46.36,T-1,"5,384.51"
3,100.82,,140.40,530 kWh,"3,746.65",12-01-2017,09-02-2017,604.16,39.88,T-1,"4,631.91"
4,100.44,2.52,139.87,592 kWh,"4,169.10",11-12-2016,12-01-2017,668.03,44.09,T-1,"5,124.05"
5,100.03,,139.29,631 kWh,"4,424.85",09-11-2016,11-12-2016,706.62,46.64,T-1,"5,417.43"
6,99.61,,138.72,660 kWh,"4,608.73",10-10-2016,09-11-2016,734.33,48.47,T-1,"5,629.86"
7,99.21,9.48,138.17,890 kWh,"6,189.77",08-09-2016,10-10-2016,973.71,64.27,T-1,"7,474.61"
8,98.81,6.56,137.60,809 kWh,"5,602.71",09-08-2016,08-09-2016,884.63,58.39,T-1,"6,788.70"
9,98.41,13.70,137.05,839 kWh,"5,832.09",09-07-2016,09-08-2016,919.23,60.68,T-1,"7,061.16"
10,99.03,6.86,136.48,878 kWh,"6,094.59",09-06-2016,09-07-2016,959.01,63.30,T-1,"7,359.27"
11,98.62,7.25,135.92,883 kWh,"6,104.66",10-05-2016,09-06-2016,960.39,63.39,T-1,"7,370.23"
