,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,79.03,,86.60,290 kWh,"1,882.55",09-10-2017,08-11-2017,,20.48,T-0,"2,068.66"
1,78.71,,86.25,315 kWh,"2,054.43",07-09-2017,09-10-2017,143.81,22.19,T-0,"2,385.39"
2,78.39,,85.90,311 kWh,"2,017.08",08-08-2017,07-09-2017,141.20,21.81,T-0,"2,344.38"
3,78.07,,85.55,299 kWh,"1,923.63",08-07-2017,08-08-2017,,20.87,T-0,"2,108.12"
4,77.75,,85.20,262 kWh,"1,653.36",08-06-2017,08-07-2017,,18.16,T-0,"1,834.47"
5,77.42,,84.85,281 kWh,"1,752.41",09-05-2017,08-06-2017,,19.15,T-0,"1,933.83"
6,75.45,,87.02,278 kWh,"1,714.60",07-04-2017,09-05-2017,,18.77,T-0,"1,895.84"
7,75.13,207.68,86.66,213 kWh,"1,262.04",09-03-2017,07-04-2017,,14.24,T-0,"1,645.75"
8,74.83,223.43,86.32,202 kWh,"1,182.15",07-02-2017,09-03-2017,,13.43,T-0,"1,580.16"
9,74.52,192.59,85.96,170 kWh,959.82,10-01-2017,07-02-2017,,11.20,T-0,"1,324.09"
10,74.24,,85.64,223 kWh,"1,315.20",10-12-2016,10-01-2017,,14.75,T-0,"1,489.83"
11,73.93,,85.29,265 kWh,"1,592.98",08-11-2016,10-12-2016,,17.52,T-0,"1,769.72"
