,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.03,,29.72,118 kWh,629.25,12-10-2017,11-11-2017,3.80,-16.57,-8.72,-332.36,T-0,384.15
1,78.71,,29.60,131 kWh,725.80,11-09-2017,12-10-2017,4.26,-16.50,-8.68,-383.35,T-0,429.84
2,78.39,,29.48,135 kWh,753.14,12-08-2017,11-09-2017,4.38,-16.43,-8.65,-397.79,T-0,442.52
3,78.07,0.64,29.36,138 kWh,772.82,12-07-2017,12-08-2017,4.47,-16.37,-8.61,-408.19,T-0,452.19
4,77.75,,29.24,141 kWh,792.24,12-06-2017,12-07-2017,4.56,-16.30,-8.58,-418.43,T-0,460.48
5,77.42,,84.85,152 kWh,860.40,12-05-2017,12-06-2017,5.43,-16.23,-8.54,-454.41,T-0,548.92
6,75.45,,87.02,158 kWh,889.53,11-04-2017,12-05-2017,10.52,,,,T-0,"1,062.52"
7,75.13,0.25,29.75,138 kWh,743.77,13-03-2017,11-04-2017,4.33,-14.44,-9.33,-392.09,T-0,437.37
8,74.83,,86.32,151 kWh,834.62,10-02-2017,13-03-2017,5.32,-14.38,-9.30,-440.20,T-0,537.21
9,74.52,,29.50,132 kWh,694.47,13-01-2017,10-02-2017,4.09,-14.32,-9.26,-366.10,T-0,412.90
10,74.24,,29.39,128 kWh,663.18,14-12-2016,13-01-2017,3.94,-14.26,-9.22,-349.60,T-0,397.67
11,73.93,,85.29,167 kWh,932.66,11-11-2016,14-12-2016,10.92,,,,T-0,"1,102.80"
