,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,21.26,35.32,29.97,93 kWh,454.89,13-12-2017,13-01-2018,2.53,-4.46,-8.79,-240.26,T-0,290.46
1,79.36,226.68,29.85,103 kWh,516.71,11-11-2017,13-12-2017,3.28,-16.64,-8.76,-272.92,T-0,557.56
2,79.03,222.91,29.72,106 kWh,537.44,12-10-2017,11-11-2017,3.37,-16.57,-8.72,-283.87,T-0,563.31
3,78.71,2.82,29.60,112 kWh,581.03,11-09-2017,12-10-2017,3.57,-16.50,-8.68,-306.89,T-0,363.66
4,78.39,1.94,29.48,109 kWh,555.84,12-08-2017,11-09-2017,3.45,-16.43,-8.65,-293.58,T-0,350.44
5,78.07,,29.36,106 kWh,530.98,12-07-2017,12-08-2017,3.33,-16.37,-8.61,-280.45,T-0,336.31
6,20.74,0.36,29.24,97 kWh,466.57,12-06-2017,12-07-2017,2.57,-4.35,-8.58,-246.43,T-0,260.12
7,77.42,12.98,29.12,121 kWh,631.33,12-05-2017,12-06-2017,3.80,-16.23,-8.54,-333.10,T-0,396.78
8,75.45,9.32,29.87,114 kWh,571.52,11-04-2017,12-05-2017,3.52,-14.50,-9.37,-301.29,T-0,364.52
9,75.13,7.67,86.66,154 kWh,858.47,13-03-2017,11-04-2017,10.20,,,,T-0,"1,038.13"
10,74.83,3.75,29.63,149 kWh,820.56,10-02-2017,13-03-2017,4.69,-14.38,-9.30,-432.58,T-0,477.20
11,74.52,2.35,29.50,130 kWh,680.06,13-01-2017,10-02-2017,4.02,-14.32,-9.26,-358.50,T-0,408.37
