,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,78.71,,29.60,121 kWh,649.61,11-09-2017,12-10-2017,3.90,-16.50,-8.68,-343.12,T-0,393.52
1,78.39,,29.48,122 kWh,654.50,12-08-2017,11-09-2017,3.92,-16.43,-8.65,-345.69,T-0,395.52
2,78.07,0.17,29.36,126 kWh,682.13,12-07-2017,12-08-2017,4.04,-16.37,-8.61,-360.30,T-0,408.49
3,77.75,,29.24,117 kWh,611.58,12-06-2017,12-07-2017,3.71,-16.30,-8.58,-323.02,T-0,374.38
4,77.42,,84.85,157 kWh,895.33,12-05-2017,12-06-2017,10.58,,,,T-0,"1,068.18"
5,75.45,,87.02,208 kWh,"1,233.65",11-04-2017,12-05-2017,13.96,,,,T-0,"1,410.08"
6,75.13,,86.66,174 kWh,995.55,13-03-2017,11-04-2017,11.57,,,,T-0,"1,168.91"
7,74.83,,86.32,188 kWh,"1,087.31",10-02-2017,13-03-2017,12.48,,,,T-0,"1,260.94"
8,74.52,,85.96,151 kWh,831.15,13-01-2017,10-02-2017,9.92,,,,T-0,"1,001.55"
9,74.24,0.52,85.64,172 kWh,970.26,11-12-2016,13-01-2017,11.30,,,,T-0,"1,141.96"
10,73.93,,85.29,170 kWh,952.49,09-11-2016,11-12-2016,11.12,,,,T-0,"1,122.83"
11,73.63,4.41,84.93,157 kWh,861.14,10-10-2016,09-11-2016,10.20,,,,T-0,"1,034.31"
