,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,105.18,,139.15,275 kWh,"2,028.22",12-06-2017,12-07-2017,344.29,22.73,T-1,"2,639.57"
1,104.74,3.58,138.58,338 kWh,"2,448.00",12-05-2017,12-06-2017,407.73,26.91,T-1,"3,129.54"
2,102.06,5.94,142.14,428 kWh,"3,063.04",11-04-2017,12-05-2017,501.05,33.07,T-1,"3,847.30"
3,101.64,,141.55,351 kWh,"2,501.71",13-03-2017,11-04-2017,415.85,27.45,T-1,"3,188.20"
4,101.24,2.13,140.98,326 kWh,"2,314.43",10-02-2017,13-03-2017,387.33,25.57,T-1,"2,971.68"
5,100.82,,140.40,244 kWh,"1,725.09",13-01-2017,10-02-2017,297.90,19.66,T-1,"2,283.87"
6,100.44,222.95,139.87,289 kWh,"2,035.52",12-12-2016,13-01-2017,373.56,22.76,T-1,"2,895.10"
7,100.03,,139.29,323 kWh,"2,265.23",09-11-2016,12-12-2016,379.44,25.05,T-1,"2,909.04"
8,99.61,23.85,138.72,309 kWh,"2,157.72",10-10-2016,09-11-2016,363.00,23.96,T-1,"2,806.86"
9,99.21,,138.17,341 kWh,"2,371.59",08-09-2016,10-10-2016,395.26,26.09,T-1,"3,030.32"
10,98.81,10.00,137.60,315 kWh,"2,181.51",09-08-2016,08-09-2016,366.32,24.18,T-1,"2,818.42"
11,98.41,2.68,137.05,346 kWh,"2,405.15",09-07-2016,09-08-2016,400.05,26.41,T-1,"3,069.75"
