,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,77.42,0.70,29.12,130 kWh,698.05,12-05-2017,12-06-2017,4.12,-16.23,-8.54,-368.30,T-0,416.34
1,75.45,0.83,29.87,120 kWh,615.35,11-04-2017,12-05-2017,3.72,-14.50,-9.37,-324.40,T-0,376.95
2,75.13,0.48,29.75,115 kWh,576.47,13-03-2017,11-04-2017,3.54,-14.44,-9.33,-303.90,T-0,357.70
3,74.83,0.15,29.63,112 kWh,552.47,10-02-2017,13-03-2017,3.42,-14.38,-9.30,-291.25,T-0,345.57
4,74.52,0.16,29.50,103 kWh,485.23,13-01-2017,10-02-2017,3.10,-14.32,-9.26,-255.80,T-0,313.13
5,74.24,0.38,29.39,110 kWh,533.80,14-12-2016,13-01-2017,3.33,-14.26,-9.22,-281.41,T-0,336.25
6,73.93,1.01,29.27,130 kWh,674.74,11-11-2016,14-12-2016,3.99,-14.21,-9.19,-355.71,T-0,403.83
7,73.63,1.00,29.15,118 kWh,586.31,12-10-2016,11-11-2016,3.57,-14.15,-9.15,-309.08,T-0,361.28
8,73.34,0.93,84.60,154 kWh,838.02,10-09-2016,12-10-2016,5.30,-14.09,-9.11,-442.57,T-0,536.42
9,73.04,0.99,28.91,130 kWh,666.33,12-08-2016,10-09-2016,3.94,-14.03,-9.07,-351.27,T-0,398.84
10,72.75,0.87,28.80,138 kWh,724.22,12-07-2016,12-08-2016,4.21,-13.98,-9.04,-381.84,T-0,425.99
11,73.20,0.76,28.68,150 kWh,809.66,11-06-2016,12-07-2016,4.61,-14.68,-9.00,-426.97,T-0,466.26
