,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,78.07,3.67,29.36,129 kWh,704.40,08-07-2017,08-08-2017,4.15,-16.37,-8.61,-372.06,T-0,422.61
1,77.75,3.53,29.24,112 kWh,573.59,08-06-2017,08-07-2017,3.53,-16.30,-8.58,-302.95,T-0,359.81
2,77.42,3.65,29.12,130 kWh,695.73,09-05-2017,08-06-2017,4.11,-16.23,-8.54,-366.99,T-0,418.27
3,75.45,9.93,29.87,133 kWh,709.97,07-04-2017,09-05-2017,4.17,-14.50,-9.37,-374.28,T-0,431.24
4,75.13,,29.75,131 kWh,692.42,09-03-2017,07-04-2017,4.09,-14.44,-9.33,-365.03,T-0,412.59
5,74.83,2.59,86.32,168 kWh,950.14,07-02-2017,09-03-2017,11.11,,,,T-0,"1,124.99"
6,74.52,3.89,29.50,139 kWh,744.63,10-01-2017,07-02-2017,4.33,-14.32,-9.26,-392.54,T-0,440.75
7,74.24,4.68,29.39,137 kWh,727.56,10-12-2016,10-01-2017,4.24,-14.26,-9.22,-383.54,T-0,433.09
8,73.93,10.51,29.27,148 kWh,803.20,08-11-2016,10-12-2016,4.60,-14.21,-9.19,-423.43,T-0,474.68
9,73.63,10.01,84.93,151 kWh,820.70,08-10-2016,08-11-2016,5.23,-14.15,-9.15,-432.85,T-0,538.35
10,73.34,3.37,84.60,181 kWh,"1,017.91",07-09-2016,08-10-2016,11.76,,,,T-0,"1,190.98"
11,73.04,3.22,84.25,165 kWh,907.13,08-08-2016,07-09-2016,10.64,,,,T-0,"1,078.28"
