,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,78.71,13.73,86.25,287 kWh,"1,853.71",08-09-2017,10-10-2017,,20.19,T-0,"2,052.59"
1,78.39,15.84,85.90,271 kWh,"1,731.43",09-08-2017,08-09-2017,,18.96,T-0,"1,930.52"
2,78.07,15.52,85.55,279 kWh,"1,781.56",10-07-2017,09-08-2017,,19.45,T-0,"1,980.15"
3,77.75,210.30,85.20,276 kWh,"1,753.07",09-06-2017,10-07-2017,,19.16,T-0,"2,145.48"
4,77.42,15.79,84.85,269 kWh,"1,670.67",10-05-2017,09-06-2017,,18.33,T-0,"1,867.06"
5,75.45,9.60,87.02,292 kWh,"1,811.20",08-04-2017,10-05-2017,,19.74,T-0,"2,003.01"
6,75.13,13.29,86.66,263 kWh,"1,604.84",10-03-2017,08-04-2017,,17.67,T-0,"1,797.59"
7,74.83,14.82,86.32,277 kWh,"1,694.26",08-02-2017,10-03-2017,,18.55,T-0,"1,888.78"
8,74.52,14.31,85.96,265 kWh,"1,605.78",11-01-2017,08-02-2017,,17.66,T-0,"1,798.23"
9,74.24,18.31,85.64,296 kWh,"1,809.80",11-12-2016,11-01-2017,,19.70,T-0,"2,007.69"
10,73.93,16.27,85.29,308 kWh,"1,883.21",09-11-2016,11-12-2016,131.82,20.42,T-0,"2,210.94"
11,73.63,14.80,84.93,295 kWh,"1,787.92",10-10-2016,09-11-2016,,19.46,T-0,"1,980.74"
