,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,78.39,,85.90,401 kWh,"2,661.26",11-08-2017,09-09-2017,186.29,28.26,T-0,"3,040.10"
1,78.07,,85.55,444 kWh,"2,957.14",11-07-2017,11-08-2017,207.00,31.21,T-0,"3,358.97"
2,77.75,,85.20,419 kWh,"2,767.53",10-06-2017,11-07-2017,193.73,29.30,T-0,"3,153.51"
3,77.42,2.92,84.85,415 kWh,"2,687.73",11-05-2017,10-06-2017,188.14,28.50,T-0,"3,069.56"
4,75.45,5.73,87.02,429 kWh,"2,754.41",10-04-2017,11-05-2017,192.81,29.17,T-0,"3,144.59"
5,75.13,5.44,86.66,422 kWh,"2,695.04",11-03-2017,10-04-2017,188.65,28.57,T-0,"3,079.49"
6,74.83,2.46,86.32,403 kWh,"2,554.68",09-02-2017,11-03-2017,178.83,27.16,T-0,"2,924.28"
7,74.52,,85.96,367 kWh,"2,299.54",12-01-2017,09-02-2017,160.97,24.60,T-0,"2,645.59"
8,74.24,4.14,85.64,420 kWh,"2,649.89",11-12-2016,12-01-2017,185.49,28.10,T-0,"3,027.50"
9,73.93,,85.29,413 kWh,"2,591.39",09-11-2016,11-12-2016,181.40,27.51,T-0,"2,959.52"
10,73.63,2.86,84.93,385 kWh,"2,392.38",10-10-2016,09-11-2016,167.47,25.51,T-0,"2,746.78"
11,73.34,7.95,84.60,432 kWh,"2,697.12",08-09-2016,10-10-2016,188.80,28.55,T-0,"3,080.36"
