,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.03,,29.72,136 kWh,766.85,11-10-2017,10-11-2017,4.45,-16.57,-8.72,-405.04,T-0,449.72
1,78.71,,29.60,129 kWh,710.43,09-09-2017,11-10-2017,4.18,-16.50,-8.68,-375.24,T-0,422.50
2,78.39,,29.48,128 kWh,699.84,11-08-2017,09-09-2017,4.13,-16.43,-8.65,-369.64,T-0,417.12
3,78.07,,29.36,132 kWh,727.38,11-07-2017,11-08-2017,4.26,-16.37,-8.61,-384.19,T-0,429.90
4,77.75,3.04,29.24,139 kWh,777.03,10-06-2017,11-07-2017,4.49,-16.30,-8.58,-410.39,T-0,456.28
5,77.42,,29.12,138 kWh,756.25,11-05-2017,10-06-2017,4.39,-16.23,-8.54,-398.96,T-0,443.45
6,75.45,4.59,29.87,137 kWh,739.40,10-04-2017,11-05-2017,4.31,-14.50,-9.37,-389.80,T-0,439.95
7,75.13,,29.75,130 kWh,685.43,11-03-2017,10-04-2017,4.05,-14.44,-9.33,-361.34,T-0,409.25
8,74.83,0.65,29.63,118 kWh,595.80,09-02-2017,11-03-2017,3.62,-14.38,-9.30,-314.09,T-0,366.76
9,19.88,,29.50,90 kWh,408.98,12-01-2017,09-02-2017,2.30,-3.82,-9.26,-215.59,T-0,231.99
10,19.80,,29.39,52 kWh,200.91,11-12-2016,12-01-2017,1.31,-3.81,-9.22,-105.92,T-0,132.46
11,19.73,194.12,29.27,76 kWh,329.92,09-11-2016,11-12-2016,1.92,-3.79,-9.19,-173.94,T-0,388.04
