,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,106.48,4.42,140.87,574 kWh,"4,284.99",09-09-2017,11-10-2017,686.65,45.32,T-1,"5,268.73"
1,106.04,,140.29,333 kWh,"2,475.48",11-08-2017,09-09-2017,412.35,27.22,T-1,"3,161.38"
2,105.62,,139.73,571 kWh,"4,228.14",11-07-2017,11-08-2017,677.73,44.73,T-1,"5,195.95"
3,105.18,,139.15,720 kWh,"5,309.25",10-06-2017,11-07-2017,841.37,55.54,T-1,"6,450.49"
4,104.74,,138.58,651 kWh,"4,708.14",11-05-2017,10-06-2017,750.15,49.51,T-1,"5,751.12"
5,102.06,,142.14,695 kWh,"4,973.19",10-04-2017,11-05-2017,790.43,52.17,T-1,"6,059.99"
6,101.64,,141.55,642 kWh,"4,574.96",11-03-2017,10-04-2017,729.95,48.18,T-1,"5,596.28"
7,101.24,,140.98,619 kWh,"4,393.60",09-02-2017,11-03-2017,702.33,46.36,T-1,"5,384.51"
8,100.82,,140.40,530 kWh,"3,746.65",12-01-2017,09-02-2017,604.16,39.88,T-1,"4,631.91"
9,100.44,2.52,139.87,592 kWh,"4,169.10",11-12-2016,12-01-2017,668.03,44.09,T-1,"5,124.05"
10,100.03,,139.29,631 kWh,"4,424.85",09-11-2016,11-12-2016,706.62,46.64,T-1,"5,417.43"
11,99.61,,138.72,660 kWh,"4,608.73",10-10-2016,09-11-2016,734.33,48.47,T-1,"5,629.86"
